code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,if (...) NULL,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
PADFQYH,ISTRES PROVENCE HANDBALL,DEROT gilles,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J23,30,28,rencontre_D1H_2021_529.pdf,11,12,12,R,-1,1,1,1,1,H,1,1,D1,2021,35,34,1,-0.426267827371043
PADFQYL,SAINT RAPHAEL VHB,FORTUNEANU dan,USAM NIMES GARD,MAURICE franck,J23,30,34,rencontre_D1H_2021_533.pdf,16,13,13,R,1,-1,0,1,1,H,1,1,D1,2021,NA,50,NA,NA
PADFQYS,USAM NIMES GARD,MAURICE franck,CESSON RENNES METROPOLE HB,LERICHE sebastien,J24,29,27,rencontre_D1H_2021_540.pdf,12,12,12,R,0,1,1,1,1,H,1,0,D1,2021,53,36,17,0.493048921401881
PADFQYT,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,HBC NANTES,RODRIGUEZ alberto,J24,24,25,rencontre_D1H_2021_541.pdf,12,12,12,R,0,-1,0,1,1,H,0,1,D1,2021,68,50,18,0.547832134890979
PADFQYU,FENIX TOULOUSE HANDBALL,GARDENT philippe,SAINT RAPHAEL VHB,FORTUNEANU dan,J24,32,27,rencontre_D1H_2021_542.pdf,14,11,11,R,1,1,1,1,1,H,1,0,D1,2021,36,NA,NA,NA
PADFQYW,CESSON RENNES METROPOLE HB,LERICHE sebastien,MONTPELLIER HANDBALL,CANAYER patrice,J25,28,33,rencontre_D1H_2021_544.pdf,14,17,17,R,-1,-1,0,0,0,H,1,1,D1,2021,37,63,-26,-1.383074307053
PADFQYZ,LIMOGES HAND,HAYATOUNE tarik,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J25,28,41,rencontre_D1H_2021_547.pdf,18,21,21,R,-1,-1,0,1,1,H,1,1,D1,2021,NA,69,NA,NA
PADFQZA,HBC NANTES,RODRIGUEZ alberto,CHAMBERY SAVOIE HB,MATHE erick,J25,30,24,rencontre_D1H_2021_548.pdf,10,10,10,R,0,1,1,1,1,H,1,0,D1,2021,53,48,5,0.467658218931591
PADFQZC,TREMBLAY HANDBALL,SILVA joel,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J25,22,28,rencontre_D1H_2021_550.pdf,9,12,12,R,-1,-1,0,1,1,H,1,1,D1,2021,31,37,-6,-0.189053322546813
PADFQZG,ISTRES PROVENCE HANDBALL,DEROT gilles,HBC NANTES,RODRIGUEZ alberto,J26,26,33,rencontre_D1H_2021_554.pdf,12,13,13,R,-1,-1,0,1,0,H,1,1,D1,2021,40,56,-16,-0.972871457716505
PADFQZL,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J27,28,29,rencontre_D1H_2021_559.pdf,11,13,13,R,-1,-1,0,1,1,H,0,1,D1,2021,62,72,-10,-1.24232805467549
PADFQZS,TREMBLAY HANDBALL,SILVA joel,ISTRES PROVENCE HANDBALL,DEROT gilles,J27,26,27,rencontre_D1H_2021_566.pdf,13,14,14,R,-1,-1,0,1,1,H,1,1,D1,2021,32,41,-9,-1.09898250990524
PADFQZT,CHAMBERY SAVOIE HB,MATHE erick,CESSON RENNES METROPOLE HB,LERICHE sebastien,J28,28,28,rencontre_D1H_2021_567.pdf,15,14,14,R,1,0,0,1,1,H,1,1,D1,2021,53,42,11,0.436311137950388
PADFQZY,MONTPELLIER HANDBALL,CANAYER patrice,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J28,28,27,rencontre_D1H_2021_572.pdf,15,13,13,R,1,1,1,1,1,H,1,1,D1,2021,70,63,7,0.174524455180155
PADFRAA,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,SAINT RAPHAEL VHB,FORTUNEANU dan,J28,44,32,rencontre_D1H_2021_574.pdf,19,18,18,R,1,1,1,0,1,H,0,1,D1,2021,75,NA,NA,NA
PADFRAB,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,LIMOGES HAND,HAYATOUNE tarik,J29,29,27,rencontre_D1H_2021_575.pdf,14,13,13,R,1,1,1,1,1,H,1,1,D1,2021,64,NA,NA,NA
PADFRAE,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,CHAMBERY SAVOIE HB,MATHE erick,J29,27,26,rencontre_D1H_2021_578.pdf,13,13,13,R,0,1,1,1,1,H,1,1,D1,2021,42,55,-13,0.00831085516533787
PADFRAJ,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J30,29,22,rencontre_D1H_2021_583.pdf,12,9,9,R,1,1,1,1,1,H,1,1,D1,2021,56,49,7,0.579870490329508
PADFRAO,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,USAM NIMES GARD,MAURICE franck,J30,47,27,rencontre_D1H_2021_588.pdf,19,17,17,R,1,1,1,0,1,H,0,1,D1,2021,81,67,14,1.01477335807664
PADFTXK,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J1,26,27,rencontre_D2H_2021_534.pdf,10,12,12,R,-1,-1,0,0,1,H,1,1,D2,2021,0,0,0,0
PADFTXM,DIJON METROPOLE HB,CHADUTEAUD ulrich,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J1,25,26,rencontre_D2H_2021_536.pdf,10,11,11,R,-1,-1,0,1,1,H,1,0,D2,2021,NA,0,NA,NA
PADFTXN,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,GRAND NANCY METROPOLE HB,BRAUX benjamin,J1,24,27,rencontre_D2H_2021_537.pdf,12,15,15,R,-1,-1,0,1,1,H,1,1,D2,2021,0,NA,NA,NA
PADFTXO,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,SARAN LOIRET HB,COURTIAL fabien,J1,26,31,rencontre_D2H_2021_538.pdf,13,14,14,R,-1,-1,0,0,1,H,1,1,D2,2021,0,NA,NA,NA
PADFTXQ,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J2,36,28,rencontre_D2H_2021_540.pdf,16,14,14,R,1,1,1,1,1,H,1,1,D2,2021,3,1,2,NA
PADFTXS,CAVIGAL NICE HANDBALL,MARCOS asier,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J2,30,30,rencontre_D2H_2021_542.pdf,12,13,13,R,-1,0,1,1,1,H,1,1,D2,2021,1,NA,NA,NA
PADFTXV,SELESTAT ALSACE HANDBALL,VIENNET christophe,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J2,30,25,rencontre_D2H_2021_545.pdf,13,13,13,R,0,1,1,1,1,H,1,1,D2,2021,3,1,2,NA
PADFTXX,ANGERS SCO HANDBALL,DUPIN guillaume,SARAN LOIRET HB,COURTIAL fabien,J3,34,33,rencontre_D2H_2021_547.pdf,13,13,13,R,0,1,1,1,0,H,1,1,D2,2021,2,NA,NA,NA
PADFTYC,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,SELESTAT ALSACE HANDBALL,VIENNET christophe,J3,26,28,rencontre_D2H_2021_552.pdf,11,12,12,R,-1,-1,0,1,1,H,1,1,D2,2021,2,6,-4,-0.577350269189626
PADFTYD,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,GRAND NANCY METROPOLE HB,BRAUX benjamin,J3,27,31,rencontre_D2H_2021_553.pdf,12,15,15,R,-1,-1,0,1,1,H,1,1,D2,2021,NA,NA,NA,NA
PADFTYE,ANGERS SCO HANDBALL,DUPIN guillaume,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J4,22,29,rencontre_D2H_2021_554.pdf,13,11,11,R,1,-1,0,1,1,H,1,1,D2,2021,5,5,0,0
PADFTYF,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J4,26,32,rencontre_D2H_2021_555.pdf,18,18,18,R,0,-1,0,0,1,H,1,1,D2,2021,7,NA,NA,NA
PADFTYG,CAVIGAL NICE HANDBALL,MARCOS asier,GRAND NANCY METROPOLE HB,BRAUX benjamin,J4,25,30,rencontre_D2H_2021_556.pdf,12,15,15,R,-1,-1,0,1,1,H,1,1,D2,2021,4,NA,NA,NA
PADFTYH,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,32,27,rencontre_D2H_2021_557.pdf,14,17,17,R,-1,1,1,1,1,H,1,1,D2,2021,NA,NA,NA,NA
PADFTYI,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J4,24,23,rencontre_D2H_2021_558.pdf,13,14,14,R,-1,1,1,0,1,H,1,1,D2,2021,3,NA,NA,NA
PADFTYK,VALENCE HANDBALL,FORETS eric,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J4,30,31,rencontre_D2H_2021_560.pdf,16,15,15,R,1,-1,0,1,1,H,1,1,D2,2021,5,7,-2,-0.872871560943969
PADFTYL,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SARAN LOIRET HB,COURTIAL fabien,J5,23,29,rencontre_D2H_2021_561.pdf,14,14,14,R,0,-1,0,0,1,H,1,1,D2,2021,8,NA,NA,NA
PADFTYN,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J5,26,24,rencontre_D2H_2021_563.pdf,12,10,10,R,1,1,1,1,1,H,1,1,D2,2021,8,6,2,-1.12089707663561
PADFTYP,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAVIGAL NICE HANDBALL,MARCOS asier,J5,28,25,rencontre_D2H_2021_565.pdf,13,15,15,R,-1,1,1,1,1,H,1,1,D2,2021,10,5,5,0.320256307610174
PADFTZU,ANGERS SCO HANDBALL,DUPIN guillaume,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J10,24,24,rencontre_D2H_2021_596.pdf,12,14,14,R,-1,0,1,1,1,H,1,1,D2,2021,10,16,-6,-0.707106781186548
PADFTZV,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J10,24,20,rencontre_D2H_2021_597.pdf,8,10,10,R,-1,1,1,1,1,H,1,1,D2,2021,20,NA,NA,NA
PADFTZY,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J10,23,34,rencontre_D2H_2021_600.pdf,12,14,14,R,-1,-1,0,1,1,H,1,0,D2,2021,14,NA,NA,NA
PADFUAB,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J11,25,19,rencontre_D2H_2021_603.pdf,10,9,9,R,1,1,1,1,1,H,1,0,D2,2021,18,15,3,0.927172649945531
PADFUAF,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,GRAND NANCY METROPOLE HB,BRAUX benjamin,J11,28,29,rencontre_D2H_2021_607.pdf,15,15,15,R,0,-1,0,1,1,H,0,1,D2,2021,24,NA,NA,NA
PADFUAG,SARAN LOIRET HB,COURTIAL fabien,SELESTAT ALSACE HANDBALL,VIENNET christophe,J11,28,26,rencontre_D2H_2021_608.pdf,14,11,11,R,1,1,1,1,1,H,1,1,D2,2021,NA,23,NA,NA
PADFUAI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J12,26,26,rencontre_D2H_2021_610.pdf,11,12,12,R,-1,0,1,0,1,H,1,1,D2,2021,18,25,-7,-1.35225564067071
PADFUAL,CAVIGAL NICE HANDBALL,MARCOS asier,VALENCE HANDBALL,FORETS eric,J12,30,27,rencontre_D2H_2021_613.pdf,11,12,12,R,-1,1,1,1,1,H,1,1,D2,2021,18,19,-1,-0.15025062674119
PADFUAP,ANGERS SCO HANDBALL,DUPIN guillaume,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J13,29,25,rencontre_D2H_2021_617.pdf,12,11,11,R,1,1,1,1,1,H,1,1,D2,2021,14,20,-6,-1.14875354327913
PADFUAR,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J13,24,22,rencontre_D2H_2021_619.pdf,11,10,10,R,1,1,1,0,0,H,1,1,D2,2021,NA,26,NA,NA
PADFUAU,SARAN LOIRET HB,COURTIAL fabien,GRAND NANCY METROPOLE HB,BRAUX benjamin,J13,31,30,rencontre_D2H_2021_622.pdf,19,16,16,R,1,1,1,1,1,H,1,1,D2,2021,NA,NA,NA,NA
PADFUAV,VALENCE HANDBALL,FORETS eric,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J13,34,33,rencontre_D2H_2021_623.pdf,16,14,14,R,1,1,1,1,1,H,1,1,D2,2021,20,NA,NA,NA
PADFUAX,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,SELESTAT ALSACE HANDBALL,VIENNET christophe,J14,25,22,rencontre_D2H_2021_625.pdf,12,10,10,R,1,1,1,1,1,H,1,1,D2,2021,27,27,0,0
PADFUAZ,CAVIGAL NICE HANDBALL,MARCOS asier,SARAN LOIRET HB,COURTIAL fabien,J14,34,29,rencontre_D2H_2021_627.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D2,2021,24,NA,NA,NA
PADFUBB,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,23,22,rencontre_D2H_2021_629.pdf,11,13,13,R,-1,1,1,1,1,H,1,1,D2,2021,NA,NA,NA,NA
PADFUBE,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J15,21,23,rencontre_D2H_2021_632.pdf,11,9,9,R,1,-1,0,1,1,H,1,1,D2,2021,28,NA,NA,NA
PADFUBF,DIJON METROPOLE HB,CHADUTEAUD ulrich,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J15,23,23,rencontre_D2H_2021_633.pdf,13,12,12,R,1,0,0,1,1,H,1,1,D2,2021,NA,30,NA,NA
PADFUBH,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,VALENCE HANDBALL,FORETS eric,J15,37,23,rencontre_D2H_2021_635.pdf,11,10,10,R,1,1,1,1,1,H,1,1,D2,2021,32,26,6,0.520665602313921
PADFUBJ,SELESTAT ALSACE HANDBALL,VIENNET christophe,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J15,28,23,rencontre_D2H_2021_637.pdf,15,13,13,R,1,1,1,1,0,H,1,1,D2,2021,28,21,7,0.632236802809761
PADFUBM,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,SARAN LOIRET HB,COURTIAL fabien,J16,24,29,rencontre_D2H_2021_640.pdf,14,11,11,R,1,-1,0,1,1,H,1,1,D2,2021,32,NA,NA,NA
PADFUBP,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,ANGERS SCO HANDBALL,DUPIN guillaume,J16,26,25,rencontre_D2H_2021_643.pdf,14,12,12,R,1,1,1,1,1,H,1,1,D2,2021,NA,19,NA,NA
PADFUBQ,VALENCE HANDBALL,FORETS eric,SELESTAT ALSACE HANDBALL,VIENNET christophe,J16,34,30,rencontre_D2H_2021_644.pdf,18,15,15,R,1,1,1,1,1,H,1,1,D2,2021,27,31,-4,0.707106781186548
PADFUBR,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,VALENCE HANDBALL,FORETS eric,J17,30,28,rencontre_D2H_2021_645.pdf,12,10,10,R,1,1,1,0,1,H,1,1,D2,2021,24,30,-6,-0.707106781186548
PADFUBS,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,ANGERS SCO HANDBALL,DUPIN guillaume,J17,24,27,rencontre_D2H_2021_646.pdf,12,12,12,R,0,-1,0,1,1,H,1,1,D2,2021,31,20,11,0.707106781186548
PADFUBV,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J17,26,25,rencontre_D2H_2021_649.pdf,11,10,10,R,1,1,1,1,1,H,1,1,D2,2021,38,NA,NA,NA
PADFUBZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J18,25,27,rencontre_D2H_2021_653.pdf,11,11,11,R,0,-1,0,1,1,H,0,1,D2,2021,32,34,-2,0.632236802809761
PADFUCB,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J18,27,29,rencontre_D2H_2021_655.pdf,14,12,12,R,1,-1,0,0,1,H,1,1,D2,2021,NA,NA,NA,NA
PADFUCC,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J18,30,32,rencontre_D2H_2021_656.pdf,17,17,17,R,0,-1,0,1,0,H,1,1,D2,2021,24,27,-3,0.520665602313921
PADFUCE,VALENCE HANDBALL,FORETS eric,GRAND NANCY METROPOLE HB,BRAUX benjamin,J18,25,26,rencontre_D2H_2021_658.pdf,14,11,11,R,1,-1,0,1,1,H,1,0,D2,2021,31,NA,NA,NA
PADFUCG,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,VALENCE HANDBALL,FORETS eric,J19,28,24,rencontre_D2H_2021_660.pdf,14,12,12,R,1,1,1,1,1,H,1,0,D2,2021,37,32,5,-0.707106781186548
PADFUCJ,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J19,30,29,rencontre_D2H_2021_663.pdf,15,14,14,R,1,1,1,1,1,H,1,1,D2,2021,44,33,11,0.707106781186548
PADFUCN,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J20,23,23,rencontre_D2H_2021_667.pdf,11,10,10,R,1,0,0,1,1,H,1,1,D2,2021,34,NA,NA,NA
PADFUCP,DIJON METROPOLE HB,CHADUTEAUD ulrich,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J20,29,29,rencontre_D2H_2021_669.pdf,15,16,16,R,-1,0,1,1,1,H,1,1,D2,2021,NA,33,NA,NA
PADFUCR,SELESTAT ALSACE HANDBALL,VIENNET christophe,GRAND NANCY METROPOLE HB,BRAUX benjamin,J20,31,32,rencontre_D2H_2021_671.pdf,16,17,17,R,-1,-1,0,1,1,H,1,1,D2,2021,35,NA,NA,NA
PADFUCT,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,ANGERS SCO HANDBALL,TEJ issam,J21,38,30,rencontre_D2H_2021_673.pdf,16,14,14,R,1,1,1,0,1,H,1,1,D2,2021,35,25,10,0.707106781186548
PADFUCY,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,DIJON METROPOLE HB,CHADUTEAUD ulrich,J21,25,26,rencontre_D2H_2021_678.pdf,12,9,9,R,1,-1,0,1,0,H,1,1,D2,2021,25,NA,NA,NA
PADFUDD,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,CAVIGAL NICE HANDBALL,MARCOS asier,J22,28,25,rencontre_D2H_2021_683.pdf,11,13,13,R,-1,1,1,1,1,H,1,0,D2,2021,44,42,2,0.707106781186548
PADFUDF,SELESTAT ALSACE HANDBALL,VIENNET christophe,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J22,37,30,rencontre_D2H_2021_685.pdf,17,15,15,R,1,1,1,1,1,H,1,1,D2,2021,37,38,-1,-0.707106781186548
PADFUDG,VALENCE HANDBALL,FORETS eric,SARAN LOIRET HB,COURTIAL fabien,J22,26,39,rencontre_D2H_2021_686.pdf,13,16,16,R,-1,-1,0,1,0,H,1,1,D2,2021,37,NA,NA,NA
PADFUDH,ANGERS SCO HANDBALL,DUPIN guillaume,DIJON METROPOLE HB,CHADUTEAUD ulrich,J23,27,24,rencontre_D2H_2021_687.pdf,15,13,13,R,1,1,1,1,1,H,0,1,D2,2021,26,NA,NA,NA
PADFUDI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J23,30,31,rencontre_D2H_2021_688.pdf,13,14,14,R,-1,-1,0,1,1,H,1,1,D2,2021,39,47,-8,-0.707106781186548
PADFUDQ,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,CHAUDEUR louis,J24,29,30,rencontre_D2H_2021_696.pdf,13,15,15,R,-1,-1,0,1,1,H,1,1,D2,2021,50,NA,NA,NA
PADFUDU,VALENCE HANDBALL,FORETS eric,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J24,31,25,rencontre_D2H_2021_700.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D2,2021,38,41,-3,-1.14553745026558
PADFUDW,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,CAVIGAL NICE HANDBALL,MARCOS asier,J25,27,27,rencontre_D2H_2021_702.pdf,11,13,13,R,-1,0,1,1,1,H,1,1,D2,2021,41,45,-4,1
PADFUDX,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND NANCY METROPOLE HB,BRAUX benjamin,J25,28,27,rencontre_D2H_2021_703.pdf,13,12,12,R,1,1,1,1,1,H,1,1,D2,2021,42,NA,NA,NA
PADFUEB,VALENCE HANDBALL,FORETS eric,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J25,28,26,rencontre_D2H_2021_707.pdf,12,10,10,R,1,1,1,1,1,H,1,1,D2,2021,41,NA,NA,NA
PADFUED,DIJON METROPOLE HB,CHADUTEAUD ulrich,VALENCE HANDBALL,FORETS eric,J26,33,30,rencontre_D2H_2021_709.pdf,19,16,16,R,1,1,1,1,1,H,1,1,D2,2021,NA,44,NA,NA
PADFUEG,CAVIGAL NICE HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J26,33,32,rencontre_D2H_2021_712.pdf,14,13,13,R,1,1,1,1,1,H,1,1,D2,2021,47,45,2,-0.707106781186547
PADGSUL,BREST BRETAGNE HANDBALL,BEZEAU laurent,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J4,26,25,rencontre_D1F_2021_7941.pdf,12,14,14,R,-1,1,1,0,1,F,1,1,D1,2021,9,7,2,0.192897128868165
PADGYHM,C'CHARTRES METROPOLE HANDBALL,SALAET toni,HBC NANTES,RODRIGUEZ alberto,J2,24,25,rencontre_D1H_2021_360.pdf,12,12,12,R,0,-1,0,1,1,H,1,1,D1,2021,1,3,-2,-0.877747259507158
PADGYJS,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,BREST BRETAGNE HANDBALL,BEZEAU laurent,J3,22,29,rencontre_D1F_2021_7933.pdf,12,14,14,R,-1,-1,0,1,0,F,1,1,D1,2021,4,6,-2,-0.645497224367903
PADGZVN,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J5,27,27,rencontre_D2H_2021_567.pdf,16,14,14,R,1,0,0,1,1,H,1,1,D2,2021,NA,6,NA,NA
PADHCQW,MERIGNAC HANDBALL,CARRARA philippe,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J2,22,24,rencontre_D1F_2021_7923.pdf,9,12,12,R,-1,-1,0,0,1,F,1,1,D1,2021,1,3,-2,-1.42886901662352
PADHCQX,TOULON,PUIGSEGUR laurent,SAINT-CYR VAR HANDBALL,MESSAOUDI yacine,J4,20,30,rencontre_D1F_2021_7936.pdf,9,12,12,R,-1,-1,0,0,0,F,1,1,D1,2021,5,NA,NA,NA
PADHFAP,DIJON METROPOLE HB,CHADUTEAUD ulrich,ANGERS SCO HANDBALL,DUPIN guillaume,J11,24,23,rencontre_D2H_2021_605.pdf,11,11,11,R,0,1,1,1,1,H,1,1,D2,2021,NA,12,NA,NA
PADHGXZ,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,HAYATOUNE tarik,J3,29,32,rencontre_D1H_2021_368.pdf,12,15,15,R,-1,-1,0,0,1,H,0,1,D1,2021,4,NA,NA,NA
PADHIED,USAM NIMES GARD,MAURICE franck,US CRETEIL HANDBALL,MONTORIER pierre,J4,22,25,rencontre_D1H_2021_380.pdf,12,13,13,R,-1,-1,0,1,1,H,1,1,D1,2021,7,4,3,0.932091372259788
PADHPRA,JDA DIJON HANDBALL,MAZEL christophe,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J3,21,26,rencontre_D1F_2021_7935.pdf,8,11,11,R,-1,-1,0,1,1,F,1,1,D1,2021,3,4,-1,-0.258198889747161
PADICWE,ISTRES PROVENCE HANDBALL,DEROT gilles,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J3,21,27,rencontre_D1H_2021_370.pdf,14,16,16,R,-1,-1,0,1,1,H,1,1,D1,2021,5,2,3,1.38053697992527
PADIYGQ,TREMBLAY HANDBALL,SILVA joel,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J4,24,25,rencontre_D1H_2021_382.pdf,10,11,11,R,-1,-1,0,1,1,H,1,1,D1,2021,4,4,0,0
PADIYIQ,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,TOULON,PUIGSEGUR laurent,J3,26,27,rencontre_D1F_2021_7930.pdf,13,16,16,R,-1,-1,0,1,1,F,1,1,D1,2021,NA,2,NA,NA
PADIYUL,GRAND NANCY METROPOLE HB,BRAUX benjamin,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J2,31,24,rencontre_D2H_2021_541.pdf,15,14,14,R,1,1,1,1,1,H,1,1,D2,2021,NA,1,NA,NA
PADIZBT,US CRETEIL HANDBALL,MONTORIER pierre,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J1,30,25,rencontre_D1H_2021_353.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D1,2021,0,0,0,0
PADJQFX,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J4,25,28,rencontre_D1H_2021_376.pdf,11,13,13,R,-1,-1,0,1,1,H,1,1,D1,2021,2,5,-3,-1.4647150135511
PADLDPV,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,24,rencontre_D2H_2021_549.pdf,13,12,12,R,1,1,1,0,0,H,1,1,D2,2021,NA,6,NA,NA
PADLJYH,ISTRES PROVENCE HANDBALL,DEROT gilles,MONTPELLIER HANDBALL,CANAYER patrice,J5,26,34,rencontre_D1H_2021_386.pdf,14,15,15,R,-1,-1,0,1,1,H,1,1,D1,2021,8,11,-3,-0.534522483824849
PADLMIP,PARIS,MESSAOUDI yacine,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J5,24,21,rencontre_D1F_2021_7943.pdf,13,11,11,R,1,1,1,1,1,F,1,1,D1,2021,10,9,1,0.847579379526013
