"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAETROG","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","NANCY HANDBALL","SYLLA yerime",26,24,"rencontre_D2H_2324_667.pdf","J23",25,24,"R",1,1,1,0,0,"H",0,0,"D2","2324","sarrebourg moselle sud handball","nancy handball",21,25,4
"TAETROI","VALENCE HANDBALL","BENKAHLA aziz","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",29,31,"rencontre_D2H_2324_669.pdf","J23",29,30,"R",-1,-1,0,1,0,"H",0,0,"D2","2324","valence handball","handball club cournon d'auvergne",20,18,-2
"TAETROM","CAEN HANDBALL","QUINTALLET sebastien","VALENCE HANDBALL","BENKAHLA aziz",32,31,"rencontre_D2H_2324_673.pdf","J24",32,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","caen handball","valence handball",18,20,2
"TAETRON","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",26,25,"rencontre_D2H_2324_674.pdf","J24",25,25,"R",0,1,1,1,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","selestat alsace handball",18,36,18
"TAETROP","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",39,37,"rencontre_D2H_2324_676.pdf","J24",38,36,"R",1,1,1,1,0,"H",0,1,"D2","2324","frontignan thau handball","pontault-combault handball",30,37,7
"TAETROT","CAEN HANDBALL","QUINTALLET sebastien","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",35,32,"rencontre_D2H_2324_680.pdf","J25",34,31,"R",1,1,1,1,0,"H",0,0,"D2","2324","caen handball","billere handball pau pyrenees",18,24,6
"TAETROV","NANCY HANDBALL","SYLLA yerime","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",32,30,"rencontre_D2H_2324_682.pdf","J25",32,30,"R",1,1,1,0,1,"H",0,0,"D2","2324","nancy handball","handball club cournon d'auvergne",25,18,-7
"TAETROX","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","ANGERS SCO HANDBALL","TEJ issam",36,34,"rencontre_D2H_2324_684.pdf","J25",35,33,"R",1,1,1,0,1,"H",0,1,"D2","2324","sarrebourg moselle sud handball","angers sco handball",21,13,-8
"TAETRPB","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",29,27,"rencontre_D2H_2324_688.pdf","J26",29,27,"R",1,1,1,1,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","billere handball pau pyrenees",33,24,-9
"TAETRPC","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","ISTRES PROVENCE HANDBALL","DEROT gilles",32,30,"rencontre_D2H_2324_689.pdf","J26",32,29,"R",1,1,1,1,0,"H",1,0,"D2","2324","handball club cournon d'auvergne","istres provence handball",18,40,22
"TAETRPD","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",35,33,"rencontre_D2H_2324_690.pdf","J26",34,32,"R",1,1,1,1,0,"H",1,0,"D2","2324","frontignan thau handball","grand besancon doubs handball",30,27,-3
"TAETRPF","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",31,32,"rencontre_D2H_2324_692.pdf","J26",31,31,"R",0,-1,0,0,1,"H",0,0,"D2","2324","pontault-combault handball","valence handball",37,20,-17
"TAETRPK","CAEN HANDBALL","QUINTALLET sebastien","MASSY ESSONNE HB","LEFEBVRE thomas",35,36,"rencontre_D2H_2324_697.pdf","J27",34,34,"R",0,-1,0,0,0,"H",0,1,"D2","2324","caen handball","massy essonne hb",18,18,0
"TAETRPQ","ANGERS SCO HANDBALL","TEJ issam","MASSY ESSONNE HB","LEFEBVRE thomas",30,31,"rencontre_D2H_2324_703.pdf","J28",30,30,"R",0,-1,0,1,1,"H",1,0,"D2","2324","angers sco handball","massy essonne hb",13,18,5
"TAETRPS","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_705.pdf","J28",31,30,"R",1,1,1,0,0,"H",0,0,"D2","2324","js cherbourgeoise  manche hb","valence handball",33,20,-13
"TAETRPT","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","CAEN HANDBALL","QUINTALLET sebastien",31,34,"rencontre_D2H_2324_706.pdf","J28",30,33,"R",-1,-1,0,0,1,"H",0,0,"D2","2324","handball club cournon d'auvergne","caen handball",18,18,0
"TAETRPU","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",30,29,"rencontre_D2H_2324_707.pdf","J28",28,29,"R",-1,1,1,1,1,"H",0,0,"D2","2324","frontignan thau handball","billere handball pau pyrenees",30,24,-6
"TAETRPZ","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D2H_2324_712.pdf","J29",29,31,"R",-1,-1,0,0,1,"H",0,1,"D2","2324","billere handball pau pyrenees","selestat alsace handball",24,36,12
"TAETRQC","NANCY HANDBALL","SYLLA yerime","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",38,37,"rencontre_D2H_2324_715.pdf","J29",36,37,"R",-1,1,1,0,1,"H",0,0,"D2","2324","nancy handball","frontignan thau handball",25,30,5
"TAETRQI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",33,34,"rencontre_D2H_2324_721.pdf","J30",32,33,"R",-1,-1,0,1,1,"H",0,1,"D2","2324","handball club cournon d'auvergne","billere handball pau pyrenees",18,24,6
"TAETRQL","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",30,32,"rencontre_D2H_2324_724.pdf","J30",30,31,"R",-1,-1,0,0,1,"H",1,1,"D2","2324","sarrebourg moselle sud handball","valence handball",21,20,-1
"TAETRQM","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","CAEN HANDBALL","QUINTALLET sebastien",33,32,"rencontre_D2H_2324_725.pdf","J30",32,31,"R",1,1,1,0,0,"H",0,0,"D2","2324","selestat alsace handball","caen handball",36,18,-18
"TAETSSK","DIJON METROPOLE HB","CHADUTEAUD ulrich","US IVRY HANDBALL","DINART didier",34,34,"rencontre_D1H_2324_443.pdf","J1",32,34,"R",-1,0,1,0,0,"H",1,1,"D1","2324","dijon metropole hb","us ivry handball",10,16,6
"TAETSSL","USAM NIMES GARD","CHAUVET jerome","CHAMBERY SAVOIE HB","MATHE erick",31,29,"rencontre_D1H_2324_444.pdf","J1",29,28,"R",1,1,1,0,1,"H",0,0,"D1","2324","usam nimes gard","chambery savoie hb",32,32,0
"TAETSSO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,32,"rencontre_D1H_2324_447.pdf","J1",33,30,"R",1,1,1,1,0,"H",1,0,"D1","2324","fenix toulouse handball","dunkerque handball grand littoral",39,26,-13
"TAETSSP","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",30,31,"rencontre_D1H_2324_448.pdf","J2",30,31,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","us creteil handball","fenix toulouse handball",16,39,23
"TAETSSQ","DIJON METROPOLE HB","CHADUTEAUD ulrich","USAM NIMES GARD","CHAUVET jerome",29,31,"rencontre_D1H_2324_449.pdf","J2",28,31,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","dijon metropole hb","usam nimes gard",10,32,22
"TAETSSR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",33,32,"rencontre_D1H_2324_450.pdf","J2",32,32,"R",0,1,1,1,0,"H",0,0,"D1","2324","dunkerque handball grand littoral","provence aix universite club handball",26,30,4
"TAETSSW","SARAN LOIRET HB","COURTIAL fabien","SAINT-RAPHAEL VHB","BRAUX benjamin",27,29,"rencontre_D1H_2324_455.pdf","J2",26,27,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","saran loiret hb","saint-raphael vhb",15,28,13
"TAETSSY","CHAMBERY SAVOIE HB","MATHE erick","US IVRY HANDBALL","DINART didier",29,28,"rencontre_D1H_2324_457.pdf","J3",28,28,"R",0,1,1,1,0,"H",0,0,"D1","2324","chambery savoie hb","us ivry handball",32,16,-16
"TAETSTD","SAINT-RAPHAEL VHB","BRAUX benjamin","CESSON RENNES METROPOLE HB","LERICHE sebastien",31,30,"rencontre_D1H_2324_462.pdf","J3",31,30,"R",1,1,1,0,1,"H",0,0,"D1","2324","saint-raphael vhb","cesson rennes metropole hb",28,23,-5
"TAETSTG","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","USAM NIMES GARD","CHAUVET jerome",34,36,"rencontre_D1H_2324_465.pdf","J4",33,35,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","us creteil handball","usam nimes gard",16,32,16
"TAETSTL","SARAN LOIRET HB","COURTIAL fabien","CHAMBERY SAVOIE HB","MATHE erick",29,27,"rencontre_D1H_2324_470.pdf","J4",29,26,"R",1,1,1,0,0,"H",0,0,"D1","2324","saran loiret hb","chambery savoie hb",15,32,17
"TAETSTS","USAM NIMES GARD","CHAUVET jerome","SARAN LOIRET HB","COURTIAL fabien",25,22,"rencontre_D1H_2324_477.pdf","J5",25,22,"R",1,1,1,0,0,"H",0,0,"D1","2324","usam nimes gard","saran loiret hb",32,15,-17
"TAETSTT","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2324_478.pdf","J5",33,32,"R",1,1,1,1,0,"H",0,1,"D1","2324","paris saint-germain handball","hbc nantes",55,54,-1
"TAETSTU","SAINT-RAPHAEL VHB","BRAUX benjamin","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",38,38,"rencontre_D1H_2324_479.pdf","J5",38,37,"R",1,0,0,0,0,"H",0,0,"D1","2324","saint-raphael vhb","dunkerque handball grand littoral",28,26,-2
"TAETSTY","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CHAMBERY SAVOIE HB","MATHE erick",26,27,"rencontre_D1H_2324_483.pdf","J6",25,27,"R",-1,-1,0,0,1,"H",1,0,"D1","2324","dunkerque handball grand littoral","chambery savoie hb",26,32,6
"TAETSTZ","MONTPELLIER HANDBALL","CANAYER patrice","USAM NIMES GARD","CHAUVET jerome",25,23,"rencontre_D1H_2324_484.pdf","J6",25,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","montpellier handball","usam nimes gard",48,32,-16
"TAETSUB","SARAN LOIRET HB","COURTIAL fabien","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",31,32,"rencontre_D1H_2324_486.pdf","J6",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","saran loiret hb","limoges hand 87",15,36,21
"TAETSUH","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",29,32,"rencontre_D1H_2324_492.pdf","J7",28,31,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","limoges hand 87","fenix toulouse handball",36,39,3
"TAETSUI","USAM NIMES GARD","CHAUVET jerome","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_493.pdf","J7",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","usam nimes gard","provence aix universite club handball",32,30,-2
"TAETSUO","DIJON METROPOLE HB","CHADUTEAUD ulrich","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",30,30,"rencontre_D1H_2324_499.pdf","J8",30,29,"R",1,0,0,0,1,"H",0,0,"D1","2324","dijon metropole hb","us creteil handball",10,16,6
"TAETSUT","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CESSON RENNES METROPOLE HB","LERICHE sebastien",36,33,"rencontre_D1H_2324_504.pdf","J9",35,32,"R",1,1,1,1,0,"H",0,0,"D1","2324","us creteil handball","cesson rennes metropole hb",16,23,7
"TAETSUU","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","MONTPELLIER HANDBALL","CANAYER patrice",28,32,"rencontre_D1H_2324_505.pdf","J9",27,30,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","dunkerque handball grand littoral","montpellier handball",26,48,22
"TAETSUV","US IVRY HANDBALL","DINART didier","USAM NIMES GARD","CHAUVET jerome",28,24,"rencontre_D1H_2324_506.pdf","J9",26,23,"R",1,1,1,0,0,"H",0,0,"D1","2324","us ivry handball","usam nimes gard",16,32,16
"TAETSUZ","SAINT-RAPHAEL VHB","BRAUX benjamin","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_510.pdf","J9",28,27,"R",1,1,1,0,0,"H",1,0,"D1","2324","saint-raphael vhb","provence aix universite club handball",28,30,2
"TAETSVF","MONTPELLIER HANDBALL","CANAYER patrice","SAINT-RAPHAEL VHB","BRAUX benjamin",35,35,"rencontre_D1H_2324_516.pdf","J10",35,34,"R",1,0,0,1,1,"H",0,1,"D1","2324","montpellier handball","saint-raphael vhb",48,28,-20
"TAETSVH","SARAN LOIRET HB","COURTIAL fabien","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",28,28,"rencontre_D1H_2324_518.pdf","J10",28,27,"R",1,0,0,0,1,"H",0,0,"D1","2324","saran loiret hb","us creteil handball",15,16,1
"TAETSVJ","CHAMBERY SAVOIE HB","MATHE erick","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",33,32,"rencontre_D1H_2324_520.pdf","J11",32,31,"R",1,1,1,0,1,"H",0,0,"D1","2324","chambery savoie hb","fenix toulouse handball",32,39,7
"TAETSVL","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","DIJON METROPOLE HB","CHADUTEAUD ulrich",30,32,"rencontre_D1H_2324_522.pdf","J11",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","dunkerque handball grand littoral","dijon metropole hb",26,10,-16
"TAETSVM","US IVRY HANDBALL","DINART didier","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,28,"rencontre_D1H_2324_523.pdf","J11",27,28,"R",-1,1,1,0,1,"H",0,1,"D1","2324","us ivry handball","provence aix universite club handball",16,30,14
"TAETSVN","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,26,"rencontre_D1H_2324_524.pdf","J11",27,25,"R",1,1,1,1,0,"H",0,0,"D1","2324","limoges hand 87","cesson rennes metropole hb",36,23,-13
"TAETSVP","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","MONTPELLIER HANDBALL","CANAYER patrice",31,27,"rencontre_D1H_2324_526.pdf","J11",29,27,"R",1,1,1,0,0,"H",0,0,"D1","2324","paris saint-germain handball","montpellier handball",55,48,-7
"TAETSVQ","SAINT-RAPHAEL VHB","BRAUX benjamin","USAM NIMES GARD","CHAUVET jerome",31,33,"rencontre_D1H_2324_527.pdf","J11",30,31,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","saint-raphael vhb","usam nimes gard",28,32,4
"TAETSVR","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CHAMBERY SAVOIE HB","MATHE erick",35,34,"rencontre_D1H_2324_528.pdf","J12",33,33,"R",0,1,1,0,1,"H",0,1,"D1","2324","provence aix universite club handball","chambery savoie hb",30,32,2
"TAETSVT","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","SAINT-RAPHAEL VHB","BRAUX benjamin",24,27,"rencontre_D1H_2324_530.pdf","J12",23,25,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","c'chartres metropole handball","saint-raphael vhb",20,28,8
"TAETSVY","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",31,34,"rencontre_D1H_2324_535.pdf","J12",30,33,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","fenix toulouse handball","paris saint-germain handball",39,55,16
"TAETSWC","US IVRY HANDBALL","DINART didier","SARAN LOIRET HB","COURTIAL fabien",33,31,"rencontre_D1H_2324_539.pdf","J13",32,29,"R",1,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","saran loiret hb",16,15,-1
"TAETSWH","CESSON RENNES METROPOLE HB","LERICHE sebastien","CHAMBERY SAVOIE HB","MATHE erick",26,29,"rencontre_D1H_2324_544.pdf","J14",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","cesson rennes metropole hb","chambery savoie hb",23,32,9
"TAETSWN","SARAN LOIRET HB","ROUSSEL jeremy","DIJON METROPOLE HB","CHADUTEAUD ulrich",31,29,"rencontre_D1H_2324_550.pdf","J14",30,29,"R",1,1,1,0,1,"H",0,0,"D1","2324","saran loiret hb","dijon metropole hb",15,10,-5
"TAETSWP","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,32,"rencontre_D1H_2324_552.pdf","J15",34,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","provence aix universite club handball","cesson rennes metropole hb",30,23,-7
"TAETSWR","DIJON METROPOLE HB","CHADUTEAUD ulrich","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",32,36,"rencontre_D1H_2324_554.pdf","J15",32,34,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","dijon metropole hb","fenix toulouse handball",10,39,29
"TAETSWT","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",37,35,"rencontre_D1H_2324_556.pdf","J15",36,33,"R",1,1,1,0,0,"H",0,0,"D1","2324","limoges hand 87","us creteil handball",36,16,-20
"TAETSWW","SARAN LOIRET HB","ROUSSEL jeremy","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,35,"rencontre_D1H_2324_559.pdf","J15",32,34,"R",-1,-1,0,0,0,"H",1,0,"D1","2324","saran loiret hb","c'chartres metropole handball",15,20,5
"TAETSWY","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","CHAMBERY SAVOIE HB","MATHE erick",39,40,"rencontre_D1H_2324_561.pdf","J16",37,39,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","us creteil handball","chambery savoie hb",16,32,16
"TAETSXD","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",29,29,"rencontre_D1H_2324_566.pdf","J16",26,29,"R",-1,0,1,0,1,"H",0,1,"D1","2324","fenix toulouse handball","limoges hand 87",39,36,-3
"TAETSXF","CHAMBERY SAVOIE HB","MATHE erick","CESSON RENNES METROPOLE HB","LERICHE sebastien",30,29,"rencontre_D1H_2324_568.pdf","J17",29,29,"R",0,1,1,0,1,"H",0,0,"D1","2324","chambery savoie hb","cesson rennes metropole hb",32,23,-9
"TAETSXJ","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",35,38,"rencontre_D1H_2324_572.pdf","J17",35,38,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","limoges hand 87","provence aix universite club handball",36,30,-6
"TAETSXN","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","USAM NIMES GARD","CHAUVET jerome",26,29,"rencontre_D1H_2324_576.pdf","J18",26,29,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","provence aix universite club handball","usam nimes gard",30,32,2
"TAETSXR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","US IVRY HANDBALL","DINART didier",32,30,"rencontre_D1H_2324_580.pdf","J18",31,28,"R",1,1,1,1,0,"H",1,1,"D1","2324","dunkerque handball grand littoral","us ivry handball",26,16,-10
"TAETSXT","SAINT-RAPHAEL VHB","BRAUX benjamin","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_582.pdf","J18",34,32,"R",1,1,1,1,0,"H",1,0,"D1","2324","saint-raphael vhb","chambery savoie hb",28,32,4
"TAETSXY","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","SAINT-RAPHAEL VHB","BRAUX benjamin",34,31,"rencontre_D1H_2324_587.pdf","J19",33,30,"R",1,1,1,1,0,"H",0,0,"D1","2324","limoges hand 87","saint-raphael vhb",36,28,-8
"TAETSYC","SARAN LOIRET HB","ROUSSEL jeremy","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",32,34,"rencontre_D1H_2324_591.pdf","J19",31,34,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","saran loiret hb","provence aix universite club handball",15,30,15
"TAETSYF","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",29,26,"rencontre_D1H_2324_594.pdf","J20",28,26,"R",1,1,1,0,0,"H",1,0,"D1","2324","c'chartres metropole handball","us creteil handball",20,16,-4
"TAETSYH","MONTPELLIER HANDBALL","CANAYER patrice","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",36,34,"rencontre_D1H_2324_596.pdf","J20",35,32,"R",1,1,1,1,0,"H",0,0,"D1","2324","montpellier handball","limoges hand 87",48,36,-12
"TAETSYI","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","CHAMBERY SAVOIE HB","MATHE erick",34,33,"rencontre_D1H_2324_597.pdf","J20",33,31,"R",1,1,1,0,1,"H",0,1,"D1","2324","paris saint-germain handball","chambery savoie hb",55,32,-23
"TAETSYJ","SAINT-RAPHAEL VHB","BRAUX benjamin","US IVRY HANDBALL","DINART didier",33,31,"rencontre_D1H_2324_598.pdf","J20",33,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","saint-raphael vhb","us ivry handball",28,16,-12
"TAETSYS","USAM NIMES GARD","CHAUVET jerome","SAINT-RAPHAEL VHB","BRAUX benjamin",39,37,"rencontre_D1H_2324_607.pdf","J21",38,36,"R",1,1,1,0,0,"H",0,1,"D1","2324","usam nimes gard","saint-raphael vhb",32,28,-4
"TAETSYU","CESSON RENNES METROPOLE HB","LERICHE sebastien","SAINT-RAPHAEL VHB","BRAUX benjamin",26,26,"rencontre_D1H_2324_609.pdf","J22",25,26,"R",-1,0,1,0,1,"H",0,0,"D1","2324","cesson rennes metropole hb","saint-raphael vhb",23,28,5
"TAETSYV","CHAMBERY SAVOIE HB","MATHE erick","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",37,39,"rencontre_D1H_2324_610.pdf","J22",35,38,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","chambery savoie hb","limoges hand 87",32,36,4
"TAETSZE","US IVRY HANDBALL","DINART didier","CHAMBERY SAVOIE HB","MATHE erick",30,29,"rencontre_D1H_2324_619.pdf","J23",29,29,"R",0,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","chambery savoie hb",16,32,16
"TAETSZF","HBC NANTES","COJEAN gregory","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",32,30,"rencontre_D1H_2324_620.pdf","J23",30,29,"R",1,1,1,0,1,"H",0,1,"D1","2324","hbc nantes","paris saint-germain handball",54,55,1
"TAETSZG","USAM NIMES GARD","CHAUVET jerome","DIJON METROPOLE HB","CHADUTEAUD ulrich",39,37,"rencontre_D1H_2324_621.pdf","J23",37,36,"R",1,1,1,1,0,"H",0,1,"D1","2324","usam nimes gard","dijon metropole hb",32,10,-22
"TAETSZI","SARAN LOIRET HB","ROUSSEL jeremy","CESSON RENNES METROPOLE HB","LERICHE sebastien",34,34,"rencontre_D1H_2324_623.pdf","J23",33,34,"R",-1,0,1,0,1,"H",0,0,"D1","2324","saran loiret hb","cesson rennes metropole hb",15,23,8
"TAETSZJ","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","US IVRY HANDBALL","DINART didier",38,37,"rencontre_D1H_2324_624.pdf","J24",37,36,"R",1,1,1,1,0,"H",0,0,"D1","2324","provence aix universite club handball","us ivry handball",30,16,-14
"TAETSZR","CESSON RENNES METROPOLE HB","LERICHE sebastien","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul",24,27,"rencontre_D1H_2324_632.pdf","J25",23,25,"R",-1,-1,0,0,0,"H",0,1,"D1","2324","cesson rennes metropole hb","paris saint-germain handball",23,55,32
"TAETSZW","US IVRY HANDBALL","DINART didier","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",27,28,"rencontre_D1H_2324_637.pdf","J25",27,27,"R",0,-1,0,0,1,"H",0,0,"D1","2324","us ivry handball","limoges hand 87",16,36,20
"TAETTAB","US IVRY HANDBALL","DINART didier","US CRETEIL HANDBALL","BARBEITO DELGADO fernando",26,27,"rencontre_D1H_2324_642.pdf","J26",26,26,"R",0,-1,0,0,1,"H",0,0,"D1","2324","us ivry handball","us creteil handball",16,16,0
"TAETTAE","USAM NIMES GARD","CHAUVET jerome","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",31,29,"rencontre_D1H_2324_645.pdf","J26",30,28,"R",1,1,1,1,0,"H",0,0,"D1","2324","usam nimes gard","c'chartres metropole handball",32,20,-12
"TAETTAI","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",31,34,"rencontre_D1H_2324_649.pdf","J27",30,33,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","c'chartres metropole handball","fenix toulouse handball",20,39,19
"TAETTAT","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",32,32,"rencontre_D1H_2324_660.pdf","J28",30,31,"R",-1,0,1,0,0,"H",0,1,"D1","2324","limoges hand 87","dunkerque handball grand littoral",36,26,-10
"TAETTAU","MONTPELLIER HANDBALL","CANAYER patrice","HBC NANTES","COJEAN gregory",31,33,"rencontre_D1H_2324_661.pdf","J28",30,32,"R",-1,-1,0,0,0,"H",0,0,"D1","2324","montpellier handball","hbc nantes",48,54,6
"TAETTAV","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","USAM NIMES GARD","CHAUVET jerome",32,33,"rencontre_D1H_2324_662.pdf","J28",31,32,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","paris saint-germain handball","usam nimes gard",55,32,-23
"TAETTAX","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","MONTPELLIER HANDBALL","CANAYER patrice",27,29,"rencontre_D1H_2324_664.pdf","J29",26,27,"R",-1,-1,0,1,0,"H",0,0,"D1","2324","provence aix universite club handball","montpellier handball",30,48,18
"TAETTBA","DIJON METROPOLE HB","PECAUD samuel","SAINT-RAPHAEL VHB","BRAUX benjamin",32,34,"rencontre_D1H_2324_667.pdf","J29",31,34,"R",-1,-1,0,0,1,"H",0,0,"D1","2324","dijon metropole hb","saint-raphael vhb",10,28,18
