code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_29_min,score_visiteur_29_min,temps_proche_30_min,score_recevant_30_min,score_visiteur_30_min,equipe,statut_29_min,statut_30_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
TAETRMS,NANCY HANDBALL,SYLLA yerime,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J18,32,36,rencontre_D2H_2324_627.pdf,15,17,1742,15,18,R,-1,-1,-1,0,0,0,H,0,1,D2,2324
TAETRMT,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J18,30,29,rencontre_D2H_2324_628.pdf,18,17,1781,19,18,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRMU,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J18,28,31,rencontre_D2H_2324_629.pdf,15,16,1797,15,16,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRMX,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,CAEN HANDBALL,QUINTALLET sebastien,J19,27,24,rencontre_D2H_2324_632.pdf,12,11,1784,12,11,R,1,1,1,1,0,0,H,0,1,D2,2324
TAETRMY,FRONTIGNAN THAU HANDBALL,MARCOS asier,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J19,36,33,rencontre_D2H_2324_633.pdf,16,17,1759,16,18,R,-1,-1,1,0,0,0,H,1,1,D2,2324
TAETRMZ,ISTRES PROVENCE HANDBALL,DEROT gilles,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J19,28,27,rencontre_D2H_2324_634.pdf,15,13,1725,15,13,R,1,1,1,1,0,0,H,0,1,D2,2324
TAETRNA,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J19,27,26,rencontre_D2H_2324_635.pdf,12,12,1764,12,13,R,0,-1,1,0,0,0,H,0,0,D2,2324
TAETRNF,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J20,32,33,rencontre_D2H_2324_640.pdf,16,15,1799,16,16,R,1,0,-1,0,1,0,H,0,0,D2,2324
TAETRNG,CAEN HANDBALL,QUINTALLET sebastien,FRONTIGNAN THAU HANDBALL,MARCOS asier,J20,31,28,rencontre_D2H_2324_641.pdf,13,14,1787,14,15,R,-1,-1,1,0,0,1,H,0,0,D2,2324
TAETRNH,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J20,27,29,rencontre_D2H_2324_642.pdf,13,12,1788,13,12,R,1,1,-1,1,0,0,H,0,0,D2,2324
TAETRNJ,NANCY HANDBALL,SYLLA yerime,ISTRES PROVENCE HANDBALL,DEROT gilles,J20,29,32,rencontre_D2H_2324_644.pdf,14,15,1780,14,16,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRNL,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,VALENCE HANDBALL,BENKAHLA aziz,J20,29,25,rencontre_D2H_2324_646.pdf,16,13,1792,16,13,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRNM,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,ANGERS SCO HANDBALL,TEJ issam,J21,30,23,rencontre_D2H_2324_647.pdf,14,11,1794,14,12,R,1,1,1,1,0,0,H,1,0,D2,2324
TAETRNN,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,NANCY HANDBALL,SYLLA yerime,J21,26,28,rencontre_D2H_2324_648.pdf,12,10,1734,12,10,R,1,1,-1,1,0,0,H,0,1,D2,2324
TAETRNO,FRONTIGNAN THAU HANDBALL,MARCOS asier,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J21,38,33,rencontre_D2H_2324_649.pdf,21,18,1788,22,18,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRNP,ISTRES PROVENCE HANDBALL,DEROT gilles,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J21,34,32,rencontre_D2H_2324_650.pdf,16,15,1794,16,16,R,1,0,1,0,0,0,H,0,0,D2,2324
TAETRNS,VALENCE HANDBALL,BENKAHLA aziz,MASSY ESSONNE HB,LEFEBVRE thomas,J21,28,33,rencontre_D2H_2324_653.pdf,17,19,1775,17,19,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRNU,ANGERS SCO HANDBALL,TEJ issam,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J22,32,32,rencontre_D2H_2324_655.pdf,15,12,1795,16,13,R,1,1,0,1,0,0,H,0,0,D2,2324
TAETRNV,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,VALENCE HANDBALL,BENKAHLA aziz,J22,23,27,rencontre_D2H_2324_656.pdf,11,14,1768,11,14,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRNY,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J22,28,29,rencontre_D2H_2324_659.pdf,13,13,1796,14,13,R,0,1,-1,1,0,0,H,0,0,D2,2324
TAETROC,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J23,24,22,rencontre_D2H_2324_663.pdf,8,11,1798,9,12,R,-1,-1,1,0,0,0,H,0,0,D2,2324
TAETROF,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J23,20,32,rencontre_D2H_2324_666.pdf,9,10,1776,10,11,R,-1,-1,-1,0,0,0,H,1,1,D2,2324
TAETROI,VALENCE HANDBALL,BENKAHLA aziz,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J23,29,31,rencontre_D2H_2324_669.pdf,13,15,1785,14,15,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETROK,ANGERS SCO HANDBALL,TEJ issam,ISTRES PROVENCE HANDBALL,DEROT gilles,J24,25,32,rencontre_D2H_2324_671.pdf,12,11,1624,12,11,R,1,1,-1,1,0,0,H,0,0,D2,2324
TAETROM,CAEN HANDBALL,QUINTALLET sebastien,VALENCE HANDBALL,BENKAHLA aziz,J24,32,31,rencontre_D2H_2324_673.pdf,16,17,1745,16,17,R,-1,-1,1,0,0,0,H,0,1,D2,2324
TAETROP,FRONTIGNAN THAU HANDBALL,MARCOS asier,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J24,39,37,rencontre_D2H_2324_676.pdf,11,13,1796,12,14,R,-1,-1,1,0,0,0,H,0,1,D2,2324
TAETROS,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,MASSY ESSONNE HB,LEFEBVRE thomas,J25,32,25,rencontre_D2H_2324_679.pdf,14,12,1602,14,12,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETROT,CAEN HANDBALL,QUINTALLET sebastien,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J25,35,32,rencontre_D2H_2324_680.pdf,16,13,1799,16,14,R,1,1,1,1,0,0,H,1,1,D2,2324
TAETROU,ISTRES PROVENCE HANDBALL,DEROT gilles,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J25,29,33,rencontre_D2H_2324_681.pdf,15,15,1791,15,16,R,0,-1,-1,0,0,0,H,1,0,D2,2324
TAETROX,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,ANGERS SCO HANDBALL,TEJ issam,J25,36,34,rencontre_D2H_2324_684.pdf,18,17,1790,18,18,R,1,0,1,0,0,1,H,1,1,D2,2324
TAETRPC,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,ISTRES PROVENCE HANDBALL,DEROT gilles,J26,32,30,rencontre_D2H_2324_689.pdf,14,11,1773,14,12,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRPD,FRONTIGNAN THAU HANDBALL,MARCOS asier,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J26,35,33,rencontre_D2H_2324_690.pdf,16,14,1755,17,14,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRPF,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J26,31,32,rencontre_D2H_2324_692.pdf,15,12,1795,17,13,R,1,1,-1,1,0,0,H,0,0,D2,2324
TAETRPH,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,NANCY HANDBALL,SYLLA yerime,J26,40,34,rencontre_D2H_2324_694.pdf,20,18,1778,20,19,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRPI,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J27,29,24,rencontre_D2H_2324_695.pdf,14,12,1727,14,12,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRPL,ISTRES PROVENCE HANDBALL,DEROT gilles,FRONTIGNAN THAU HANDBALL,MARCOS asier,J27,33,33,rencontre_D2H_2324_698.pdf,15,14,1795,16,14,R,1,1,0,1,0,0,H,0,0,D2,2324
TAETRPR,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J28,27,31,rencontre_D2H_2324_704.pdf,16,13,1765,16,14,R,1,1,-1,1,0,0,H,0,0,D2,2324
TAETRPT,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,CAEN HANDBALL,QUINTALLET sebastien,J28,31,34,rencontre_D2H_2324_706.pdf,16,16,1759,17,16,R,0,1,-1,1,0,0,H,1,0,D2,2324
TAETRPU,FRONTIGNAN THAU HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J28,30,29,rencontre_D2H_2324_707.pdf,14,14,1756,14,15,R,0,-1,1,0,0,0,H,1,0,D2,2324
TAETRPZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J29,29,31,rencontre_D2H_2324_712.pdf,13,15,1745,13,16,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRQB,MASSY ESSONNE HB,LEFEBVRE thomas,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J29,30,34,rencontre_D2H_2324_714.pdf,16,14,1797,17,15,R,1,1,-1,1,0,0,H,0,0,D2,2324
TAETRQC,NANCY HANDBALL,SYLLA yerime,FRONTIGNAN THAU HANDBALL,MARCOS asier,J29,38,37,rencontre_D2H_2324_715.pdf,15,16,1698,15,16,R,-1,-1,1,0,0,0,H,0,1,D2,2324
TAETRQD,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J29,28,28,rencontre_D2H_2324_716.pdf,12,10,1795,13,12,R,1,1,0,1,0,0,H,1,0,D2,2324
TAETRQG,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,NANCY HANDBALL,SYLLA yerime,J30,31,28,rencontre_D2H_2324_719.pdf,16,13,1794,16,14,R,1,1,1,1,0,0,H,1,0,D2,2324
TAETRQI,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J30,33,34,rencontre_D2H_2324_721.pdf,15,16,1792,15,17,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRQJ,ISTRES PROVENCE HANDBALL,BEGHOUACH benali,MASSY ESSONNE HB,LEFEBVRE thomas,J30,38,32,rencontre_D2H_2324_722.pdf,18,16,1793,19,16,R,1,1,1,1,0,0,H,0,0,D2,2324
TAETRQL,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,VALENCE HANDBALL,BENKAHLA aziz,J30,30,32,rencontre_D2H_2324_724.pdf,14,17,1797,15,17,R,-1,-1,-1,0,0,0,H,0,0,D2,2324
TAETRQM,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,CAEN HANDBALL,QUINTALLET sebastien,J30,33,32,rencontre_D2H_2324_725.pdf,19,16,1785,21,16,R,1,1,1,1,0,0,H,0,1,D2,2324
TAETSSK,DIJON METROPOLE HB,CHADUTEAUD ulrich,US IVRY HANDBALL,DINART didier,J1,34,34,rencontre_D1H_2324_443.pdf,17,17,1797,18,17,R,0,1,0,1,0,0,H,0,0,D1,2324
TAETSSO,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J1,34,32,rencontre_D1H_2324_447.pdf,15,17,1797,16,18,R,-1,-1,1,0,0,0,H,0,1,D1,2324
TAETSSQ,DIJON METROPOLE HB,CHADUTEAUD ulrich,USAM NIMES GARD,CHAUVET jerome,J2,29,31,rencontre_D1H_2324_449.pdf,14,12,1799,15,13,R,1,1,-1,1,0,0,H,0,1,D1,2324
TAETSSU,MONTPELLIER HANDBALL,CANAYER patrice,CHAMBERY SAVOIE HB,MATHE erick,J2,32,26,rencontre_D1H_2324_453.pdf,17,15,1758,18,15,R,1,1,1,1,0,0,H,0,1,D1,2324
TAETSTB,USAM NIMES GARD,CHAUVET jerome,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J3,33,28,rencontre_D1H_2324_460.pdf,16,15,1789,17,16,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSTC,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,US CRETEIL HANDBALL,DELGADO fernando,J3,35,27,rencontre_D1H_2324_461.pdf,16,16,1798,16,17,R,0,-1,1,0,1,0,H,1,0,D1,2324
TAETSTD,SAINT-RAPHAEL VHB,BRAUX benjamin,CESSON RENNES METROPOLE HB,LERICHE sebastien,J3,31,30,rencontre_D1H_2324_462.pdf,15,17,1788,16,18,R,-1,-1,1,0,0,0,H,0,0,D1,2324
TAETSTG,US CRETEIL HANDBALL,DELGADO fernando,USAM NIMES GARD,CHAUVET jerome,J4,34,36,rencontre_D1H_2324_465.pdf,18,15,1796,19,17,R,1,1,-1,1,0,1,H,0,0,D1,2324
TAETSTJ,US IVRY HANDBALL,DINART didier,SAINT-RAPHAEL VHB,BRAUX benjamin,J4,37,39,rencontre_D1H_2324_468.pdf,19,21,1788,20,21,R,-1,-1,-1,0,0,0,H,0,1,D1,2324
TAETSTM,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J4,33,30,rencontre_D1H_2324_471.pdf,15,12,1782,15,12,R,1,1,1,1,0,0,H,0,1,D1,2324
TAETSTO,CESSON RENNES METROPOLE HB,LERICHE sebastien,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J5,24,32,rencontre_D1H_2324_473.pdf,13,16,1795,13,17,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSTS,USAM NIMES GARD,CHAUVET jerome,SARAN LOIRET HB,COURTIAL fabien,J5,25,22,rencontre_D1H_2324_477.pdf,13,12,1766,14,12,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSTW,US CRETEIL HANDBALL,DELGADO fernando,SAINT-RAPHAEL VHB,BRAUX benjamin,J6,37,37,rencontre_D1H_2324_481.pdf,19,20,1797,20,20,R,-1,0,0,1,1,0,H,1,1,D1,2324
TAETSUB,SARAN LOIRET HB,COURTIAL fabien,LIMOGES HAND,RODRIGUEZ alberto,J6,31,32,rencontre_D1H_2324_486.pdf,15,16,1785,15,17,R,-1,-1,-1,0,0,0,H,1,0,D1,2324
TAETSUC,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J6,33,26,rencontre_D1H_2324_487.pdf,15,12,1799,16,12,R,1,1,1,1,0,0,H,1,0,D1,2324
TAETSUF,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,US CRETEIL HANDBALL,DELGADO fernando,J7,27,22,rencontre_D1H_2324_490.pdf,10,8,1750,11,8,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSUG,US IVRY HANDBALL,DINART didier,MONTPELLIER HANDBALL,CANAYER patrice,J7,27,31,rencontre_D1H_2324_491.pdf,11,14,1762,11,15,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUH,LIMOGES HAND 87,RODRIGUEZ alberto,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J7,29,32,rencontre_D1H_2324_492.pdf,13,15,1786,13,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUI,USAM NIMES GARD,CHAUVET jerome,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J7,31,32,rencontre_D1H_2324_493.pdf,16,17,1786,17,17,R,-1,0,-1,1,0,0,H,0,0,D1,2324
TAETSUJ,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,SARAN LOIRET HB,COURTIAL fabien,J7,46,31,rencontre_D1H_2324_494.pdf,19,19,1774,20,19,R,0,1,1,1,0,0,H,0,1,D1,2324
TAETSUO,DIJON METROPOLE HB,CHADUTEAUD ulrich,US CRETEIL HANDBALL,DELGADO fernando,J8,30,30,rencontre_D1H_2324_499.pdf,11,14,1769,12,14,R,-1,-1,0,0,0,0,H,0,0,D1,2324
TAETSUQ,HBC NANTES,COJEAN gregory,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J8,41,36,rencontre_D1H_2324_501.pdf,17,16,1792,18,17,R,1,1,1,1,0,1,H,0,1,D1,2324
TAETSUR,USAM NIMES GARD,CHAUVET jerome,CESSON RENNES METROPOLE HB,LERICHE sebastien,J8,24,30,rencontre_D1H_2324_502.pdf,12,15,1762,13,16,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUT,US CRETEIL HANDBALL,DELGADO fernando,CESSON RENNES METROPOLE HB,LERICHE sebastien,J9,36,33,rencontre_D1H_2324_504.pdf,18,17,1732,18,17,R,1,1,1,1,0,0,H,1,0,D1,2324
TAETSUU,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,MONTPELLIER HANDBALL,CANAYER patrice,J9,28,32,rencontre_D1H_2324_505.pdf,13,14,1724,13,14,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUY,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,DIJON METROPOLE HB,CHADUTEAUD ulrich,J9,41,32,rencontre_D1H_2324_509.pdf,20,20,1783,21,20,R,0,1,1,1,0,1,H,0,0,D1,2324
TAETSVB,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J10,31,39,rencontre_D1H_2324_512.pdf,15,17,1798,16,17,R,-1,-1,-1,0,0,1,H,1,1,D1,2324
TAETSVD,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,CHAMBERY SAVOIE HB,MATHE erick,J10,22,27,rencontre_D1H_2324_514.pdf,10,12,1762,10,12,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSVF,MONTPELLIER HANDBALL,CANAYER patrice,SAINT-RAPHAEL VHB,BRAUX benjamin,J10,35,35,rencontre_D1H_2324_516.pdf,14,15,1735,14,15,R,-1,-1,0,0,0,0,H,1,0,D1,2324
TAETSVH,SARAN LOIRET HB,COURTIAL fabien,US CRETEIL HANDBALL,DELGADO fernando,J10,28,28,rencontre_D1H_2324_518.pdf,13,11,1793,14,12,R,1,1,0,1,1,0,H,0,0,D1,2324
TAETSVI,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,US IVRY HANDBALL,DINART didier,J10,34,26,rencontre_D1H_2324_519.pdf,16,13,1790,17,14,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSVJ,CHAMBERY SAVOIE HB,MATHE erick,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J11,33,32,rencontre_D1H_2324_520.pdf,15,16,1798,16,16,R,-1,0,1,1,0,0,H,0,0,D1,2324
TAETSVL,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,DIJON METROPOLE HB,CHADUTEAUD ulrich,J11,30,32,rencontre_D1H_2324_522.pdf,17,15,1788,18,16,R,1,1,-1,1,1,0,H,0,1,D1,2324
TAETSVM,US IVRY HANDBALL,DINART didier,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J11,29,28,rencontre_D1H_2324_523.pdf,11,12,1788,12,13,R,-1,-1,1,0,0,1,H,0,0,D1,2324
TAETSVN,LIMOGES HAND 87,RODRIGUEZ alberto,CESSON RENNES METROPOLE HB,LERICHE sebastien,J11,30,26,rencontre_D1H_2324_524.pdf,13,11,1792,13,11,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSVO,HBC NANTES,COJEAN gregory,SARAN LOIRET HB,COURTIAL fabien,J11,38,24,rencontre_D1H_2324_525.pdf,15,13,1795,16,14,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSVQ,SAINT-RAPHAEL VHB,BRAUX benjamin,USAM NIMES GARD,CHAUVET jerome,J11,31,33,rencontre_D1H_2324_527.pdf,14,15,1798,15,16,R,-1,-1,-1,0,1,0,H,0,0,D1,2324
TAETSVR,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CHAMBERY SAVOIE HB,MATHE erick,J12,35,34,rencontre_D1H_2324_528.pdf,14,15,1799,15,17,R,-1,-1,1,0,0,0,H,0,0,D1,2324
TAETSVT,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,SAINT-RAPHAEL VHB,BRAUX benjamin,J12,24,27,rencontre_D1H_2324_530.pdf,13,14,1798,14,14,R,-1,0,-1,1,0,0,H,1,0,D1,2324
TAETSVY,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J12,31,34,rencontre_D1H_2324_535.pdf,14,13,1795,15,14,R,1,1,-1,1,0,1,H,1,0,D1,2324
TAETSWB,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J13,32,28,rencontre_D1H_2324_538.pdf,13,12,1795,14,12,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSWC,US IVRY HANDBALL,DINART didier,SARAN LOIRET HB,COURTIAL fabien,J13,33,31,rencontre_D1H_2324_539.pdf,12,13,1799,12,14,R,-1,-1,1,0,0,0,H,0,0,D1,2324
TAETSWD,MONTPELLIER HANDBALL,CANAYER patrice,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J13,36,31,rencontre_D1H_2324_540.pdf,18,15,1798,19,15,R,1,1,1,1,1,0,H,0,0,D1,2324
TAETSWH,CESSON RENNES METROPOLE HB,LERICHE sebastien,CHAMBERY SAVOIE HB,MATHE erick,J14,26,29,rencontre_D1H_2324_544.pdf,15,15,1784,16,15,R,0,1,-1,1,0,0,H,0,1,D1,2324
TAETSWM,SAINT-RAPHAEL VHB,BRAUX benjamin,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J14,38,45,rencontre_D1H_2324_549.pdf,19,22,1790,20,23,R,-1,-1,-1,0,0,1,H,0,0,D1,2324
TAETSWN,SARAN LOIRET HB,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,31,29,rencontre_D1H_2324_550.pdf,15,15,1777,15,16,R,0,-1,1,0,0,0,H,0,1,D1,2324
TAETSWO,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,MONTPELLIER HANDBALL,CANAYER patrice,J14,33,29,rencontre_D1H_2324_551.pdf,13,14,1788,13,15,R,-1,-1,1,0,0,0,H,0,0,D1,2324
TAETSWP,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CESSON RENNES METROPOLE HB,LERICHE sebastien,J15,34,32,rencontre_D1H_2324_552.pdf,15,14,1797,16,14,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSWQ,CHAMBERY SAVOIE HB,MATHE erick,SAINT-RAPHAEL VHB,BRAUX benjamin,J15,39,34,rencontre_D1H_2324_553.pdf,18,15,1722,18,15,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSWR,DIJON METROPOLE HB,CHADUTEAUD ulrich,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J15,32,36,rencontre_D1H_2324_554.pdf,14,15,1798,15,16,R,-1,-1,-1,0,0,0,H,0,1,D1,2324
TAETSWW,SARAN LOIRET HB,ROUSSEL jeremy,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J15,32,35,rencontre_D1H_2324_559.pdf,13,14,1799,14,15,R,-1,-1,-1,0,0,0,H,0,1,D1,2324
TAETSXA,MONTPELLIER HANDBALL,CANAYER patrice,US IVRY HANDBALL,DINART didier,J16,35,29,rencontre_D1H_2324_563.pdf,16,15,1796,17,15,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSXD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,LIMOGES HAND,RODRIGUEZ alberto,J16,29,29,rencontre_D1H_2324_566.pdf,13,14,1753,13,14,R,-1,-1,0,0,0,0,H,0,0,D1,2324
TAETSXG,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J17,29,26,rencontre_D1H_2324_569.pdf,14,11,1799,15,12,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSXJ,LIMOGES HAND 87,RODRIGUEZ alberto,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J17,35,38,rencontre_D1H_2324_572.pdf,19,17,1791,20,18,R,1,1,-1,1,0,0,H,0,0,D1,2324
TAETSXK,HBC NANTES,COJEAN gregory,SAINT-RAPHAEL VHB,BRAUX benjamin,J17,35,31,rencontre_D1H_2324_573.pdf,15,13,1692,15,13,R,1,1,1,1,0,0,H,0,0,D1,2324
TAETSXM,SARAN LOIRET HB,ROUSSEL jeremy,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J17,29,37,rencontre_D1H_2324_575.pdf,15,17,1775,15,18,R,-1,-1,-1,0,0,1,H,0,0,D1,2324
TAETSXN,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,USAM NIMES GARD,CHAUVET jerome,J18,26,29,rencontre_D1H_2324_576.pdf,12,14,1762,12,14,R,-1,-1,-1,0,0,0,H,0,0,D1,2324
TAETSXO,CESSON RENNES METROPOLE HB,LERICHE sebastien,LIMOGES HAND,RODRIGUEZ alberto,J18,33,29,rencontre_D1H_2324_577.pdf,17,14,1793,18,15,R,1,1,1,1,0,0,H,1,0,D1,2324
TAETSXP,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,HBC NANTES,COJEAN gregory,J18,28,28,rencontre_D1H_2324_578.pdf,13,16,1675,13,16,R,-1,-1,0,0,0,0,H,0,0,D1,2324
TAETSXQ,US CRETEIL HANDBALL,DELGADO fernando,SARAN LOIRET HB,ROUSSEL jeremy,J18,31,31,rencontre_D1H_2324_579.pdf,14,13,1793,15,14,R,1,1,0,1,1,0,H,1,0,D1,2324
TAETSXR,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,US IVRY HANDBALL,DINART didier,J18,32,30,rencontre_D1H_2324_580.pdf,16,14,1799,18,14,R,1,1,1,1,1,0,H,0,1,D1,2324
