code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_59_min,score_visiteur_59_min,equipe,statut_59_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison
TAETRIT,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,MASSY ESSONNE HB,LEFEBVRE thomas,J5,31,32,rencontre_D2H_2324_524.pdf,31,32,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRIU,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J5,26,27,rencontre_D2H_2324_525.pdf,26,25,R,1,-1,0,0,0,H,1,0,D2,2324
TAETRIZ,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J6,28,26,rencontre_D2H_2324_530.pdf,27,25,R,1,1,1,1,0,H,0,0,D2,2324
TAETRJC,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,ISTRES PROVENCE HANDBALL,DEROT gilles,J6,38,34,rencontre_D2H_2324_533.pdf,35,33,R,1,1,1,0,0,H,0,0,D2,2324
TAETRJF,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,FRONTIGNAN THAU HANDBALL,MARCOS asier,J7,31,31,rencontre_D2H_2324_536.pdf,31,30,R,1,0,0,0,1,H,0,0,D2,2324
TAETRJI,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J7,31,33,rencontre_D2H_2324_539.pdf,30,32,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRJP,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,VALENCE HANDBALL,BENKAHLA aziz,J8,29,28,rencontre_D2H_2324_546.pdf,28,26,R,1,1,1,0,0,H,0,0,D2,2324
TAETRJQ,FRONTIGNAN THAU HANDBALL,MARCOS asier,ISTRES PROVENCE HANDBALL,DEROT gilles,J8,34,35,rencontre_D2H_2324_547.pdf,33,35,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRJU,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,FRONTIGNAN THAU HANDBALL,MARCOS asier,J9,28,30,rencontre_D2H_2324_551.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRKA,VALENCE HANDBALL,BENKAHLA aziz,ANGERS SCO HANDBALL,TEJ issam,J9,27,28,rencontre_D2H_2324_557.pdf,27,27,R,0,-1,0,0,1,H,0,0,D2,2324
TAETRKG,MASSY ESSONNE HB,LEFEBVRE thomas,VALENCE HANDBALL,BENKAHLA aziz,J10,29,30,rencontre_D2H_2324_563.pdf,29,29,R,0,-1,0,1,1,H,1,0,D2,2324
TAETRKL,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,CAEN HANDBALL,BEDOS roch,J11,28,29,rencontre_D2H_2324_568.pdf,27,27,R,0,-1,0,0,1,H,0,0,D2,2324
TAETRKM,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J11,24,25,rencontre_D2H_2324_569.pdf,24,25,R,-1,-1,0,0,0,H,0,0,D2,2324
TAETRKN,FRONTIGNAN THAU HANDBALL,MARCOS asier,NANCY HANDBALL,SYLLA yerime,J11,36,33,rencontre_D2H_2324_570.pdf,35,32,R,1,1,1,0,0,H,0,0,D2,2324
TAETRKO,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,ISTRES PROVENCE HANDBALL,DEROT gilles,J11,32,31,rencontre_D2H_2324_571.pdf,30,31,R,-1,1,1,1,1,H,0,0,D2,2324
TAETRKT,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,ANGERS SCO HANDBALL,TEJ issam,J12,34,34,rencontre_D2H_2324_576.pdf,34,33,R,1,0,0,1,1,H,0,0,D2,2324
TAETRKU,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J12,28,30,rencontre_D2H_2324_577.pdf,28,29,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRKV,ISTRES PROVENCE HANDBALL,DEROT gilles,VALENCE HANDBALL,BENKAHLA aziz,J12,31,30,rencontre_D2H_2324_578.pdf,30,28,R,1,1,1,1,0,H,0,0,D2,2324
TAETRKX,NANCY HANDBALL,SYLLA yerime,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J12,29,28,rencontre_D2H_2324_580.pdf,28,28,R,0,1,1,1,0,H,0,0,D2,2324
TAETRLA,ANGERS SCO HANDBALL,TEJ issam,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J13,24,25,rencontre_D2H_2324_583.pdf,24,24,R,0,-1,0,1,0,H,0,0,D2,2324
TAETRLC,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,CAEN HANDBALL,BEDOS roch,J13,35,33,rencontre_D2H_2324_585.pdf,34,33,R,1,1,1,0,0,H,0,0,D2,2324
TAETRLE,FRONTIGNAN THAU HANDBALL,MARCOS asier,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J13,33,31,rencontre_D2H_2324_587.pdf,32,30,R,1,1,1,0,0,H,0,0,D2,2324
TAETRLF,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J13,31,28,rencontre_D2H_2324_588.pdf,29,27,R,1,1,1,0,0,H,0,1,D2,2324
TAETRLG,VALENCE HANDBALL,BENKAHLA aziz,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J13,28,30,rencontre_D2H_2324_589.pdf,27,30,R,-1,-1,0,0,1,H,1,1,D2,2324
TAETRLO,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,FRONTIGNAN THAU HANDBALL,MARCOS asier,J14,35,32,rencontre_D2H_2324_597.pdf,34,32,R,1,1,1,0,0,H,1,0,D2,2324
TAETRLU,ISTRES PROVENCE HANDBALL,DEROT gilles,NANCY HANDBALL,SYLLA yerime,J15,32,31,rencontre_D2H_2324_603.pdf,32,29,R,1,1,1,1,0,H,0,0,D2,2324
TAETRLW,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J15,27,29,rencontre_D2H_2324_605.pdf,26,28,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRLY,ANGERS SCO HANDBALL,TEJ issam,VALENCE HANDBALL,BENKAHLA aziz,J16,23,24,rencontre_D2H_2324_607.pdf,23,23,R,0,-1,0,0,0,H,0,1,D2,2324
TAETRMA,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J16,26,28,rencontre_D2H_2324_609.pdf,26,27,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRMB,MASSY ESSONNE HB,LEFEBVRE thomas,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J16,28,30,rencontre_D2H_2324_610.pdf,27,29,R,-1,-1,0,0,1,H,0,1,D2,2324
TAETRMC,NANCY HANDBALL,SYLLA yerime,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J16,23,25,rencontre_D2H_2324_611.pdf,22,25,R,-1,-1,0,0,0,H,0,0,D2,2324
TAETRMI,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J17,26,30,rencontre_D2H_2324_617.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D2,2324
TAETRMJ,FRONTIGNAN THAU HANDBALL,MARCOS asier,MASSY ESSONNE HB,LEFEBVRE thomas,J17,31,32,rencontre_D2H_2324_618.pdf,30,31,R,-1,-1,0,0,0,H,0,1,D2,2324
TAETRMK,ISTRES PROVENCE HANDBALL,DEROT gilles,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J17,27,27,rencontre_D2H_2324_619.pdf,27,25,R,1,0,0,0,0,H,1,0,D2,2324
TAETRMO,ANGERS SCO HANDBALL,TEJ issam,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J18,25,27,rencontre_D2H_2324_623.pdf,25,26,R,-1,-1,0,1,0,H,1,0,D2,2324
TAETRMT,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J18,30,29,rencontre_D2H_2324_628.pdf,29,29,R,0,1,1,1,1,H,0,0,D2,2324
TAETRMW,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,MASSY ESSONNE HB,LEFEBVRE thomas,J19,23,23,rencontre_D2H_2324_631.pdf,22,23,R,-1,0,1,1,1,H,1,1,D2,2324
TAETRMY,FRONTIGNAN THAU HANDBALL,MARCOS asier,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J19,36,33,rencontre_D2H_2324_633.pdf,35,32,R,1,1,1,0,0,H,1,0,D2,2324
TAETRMZ,ISTRES PROVENCE HANDBALL,DEROT gilles,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J19,28,27,rencontre_D2H_2324_634.pdf,27,27,R,0,1,1,0,1,H,0,0,D2,2324
TAETRNA,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J19,27,26,rencontre_D2H_2324_635.pdf,26,25,R,1,1,1,1,0,H,0,0,D2,2324
TAETRNF,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,TREMBLAY-EN-FRANCE HANDBALL,HAMANI cherif,J20,32,33,rencontre_D2H_2324_640.pdf,32,32,R,0,-1,0,1,1,H,0,1,D2,2324
TAETRNG,CAEN HANDBALL,QUINTALLET sebastien,FRONTIGNAN THAU HANDBALL,MARCOS asier,J20,31,28,rencontre_D2H_2324_641.pdf,31,28,R,1,1,1,0,0,H,0,0,D2,2324
TAETRNH,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J20,27,29,rencontre_D2H_2324_642.pdf,26,28,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRNI,MASSY ESSONNE HB,LEFEBVRE thomas,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J20,27,29,rencontre_D2H_2324_643.pdf,27,29,R,-1,-1,0,0,0,H,1,0,D2,2324
TAETRNJ,NANCY HANDBALL,SYLLA yerime,ISTRES PROVENCE HANDBALL,DEROT gilles,J20,29,32,rencontre_D2H_2324_644.pdf,29,31,R,-1,-1,0,0,0,H,0,0,D2,2324
TAETRNN,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,NANCY HANDBALL,SYLLA yerime,J21,26,28,rencontre_D2H_2324_648.pdf,26,28,R,-1,-1,0,0,0,H,0,0,D2,2324
TAETRNP,ISTRES PROVENCE HANDBALL,DEROT gilles,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J21,34,32,rencontre_D2H_2324_650.pdf,34,31,R,1,1,1,1,0,H,0,0,D2,2324
TAETRNU,ANGERS SCO HANDBALL,TEJ issam,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J22,32,32,rencontre_D2H_2324_655.pdf,30,32,R,-1,0,1,0,1,H,0,1,D2,2324
TAETRNV,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,VALENCE HANDBALL,BENKAHLA aziz,J22,23,27,rencontre_D2H_2324_656.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRNY,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J22,28,29,rencontre_D2H_2324_659.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETROC,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J23,24,22,rencontre_D2H_2324_663.pdf,22,21,R,1,1,1,0,1,H,0,0,D2,2324
TAETROE,ISTRES PROVENCE HANDBALL,DEROT gilles,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J23,25,24,rencontre_D2H_2324_665.pdf,25,23,R,1,1,1,0,1,H,1,0,D2,2324
TAETROG,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,NANCY HANDBALL,SYLLA yerime,J23,26,24,rencontre_D2H_2324_667.pdf,25,24,R,1,1,1,0,0,H,0,0,D2,2324
TAETROI,VALENCE HANDBALL,BENKAHLA aziz,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J23,29,31,rencontre_D2H_2324_669.pdf,29,30,R,-1,-1,0,1,0,H,0,0,D2,2324
TAETROM,CAEN HANDBALL,QUINTALLET sebastien,VALENCE HANDBALL,BENKAHLA aziz,J24,32,31,rencontre_D2H_2324_673.pdf,32,30,R,1,1,1,0,0,H,0,0,D2,2324
TAETRON,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J24,26,25,rencontre_D2H_2324_674.pdf,25,25,R,0,1,1,1,1,H,0,0,D2,2324
TAETROP,FRONTIGNAN THAU HANDBALL,MARCOS asier,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J24,39,37,rencontre_D2H_2324_676.pdf,38,36,R,1,1,1,1,0,H,0,1,D2,2324
TAETROT,CAEN HANDBALL,QUINTALLET sebastien,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J25,35,32,rencontre_D2H_2324_680.pdf,34,31,R,1,1,1,1,0,H,0,0,D2,2324
TAETROV,NANCY HANDBALL,SYLLA yerime,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J25,32,30,rencontre_D2H_2324_682.pdf,32,30,R,1,1,1,0,1,H,0,0,D2,2324
TAETROX,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,ANGERS SCO HANDBALL,TEJ issam,J25,36,34,rencontre_D2H_2324_684.pdf,35,33,R,1,1,1,0,1,H,0,1,D2,2324
TAETRPB,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J26,29,27,rencontre_D2H_2324_688.pdf,29,27,R,1,1,1,1,0,H,0,0,D2,2324
TAETRPC,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,ISTRES PROVENCE HANDBALL,DEROT gilles,J26,32,30,rencontre_D2H_2324_689.pdf,32,29,R,1,1,1,1,0,H,1,0,D2,2324
TAETRPD,FRONTIGNAN THAU HANDBALL,MARCOS asier,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J26,35,33,rencontre_D2H_2324_690.pdf,34,32,R,1,1,1,1,0,H,1,0,D2,2324
TAETRPF,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J26,31,32,rencontre_D2H_2324_692.pdf,31,31,R,0,-1,0,0,1,H,0,0,D2,2324
TAETRPK,CAEN HANDBALL,QUINTALLET sebastien,MASSY ESSONNE HB,LEFEBVRE thomas,J27,35,36,rencontre_D2H_2324_697.pdf,34,34,R,0,-1,0,0,0,H,0,1,D2,2324
TAETRPQ,ANGERS SCO HANDBALL,TEJ issam,MASSY ESSONNE HB,LEFEBVRE thomas,J28,30,31,rencontre_D2H_2324_703.pdf,30,30,R,0,-1,0,1,1,H,1,0,D2,2324
TAETRPS,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,VALENCE HANDBALL,BENKAHLA aziz,J28,31,30,rencontre_D2H_2324_705.pdf,31,30,R,1,1,1,0,0,H,0,0,D2,2324
TAETRPT,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,CAEN HANDBALL,QUINTALLET sebastien,J28,31,34,rencontre_D2H_2324_706.pdf,30,33,R,-1,-1,0,0,1,H,0,0,D2,2324
TAETRPU,FRONTIGNAN THAU HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J28,30,29,rencontre_D2H_2324_707.pdf,28,29,R,-1,1,1,1,1,H,0,0,D2,2324
TAETRPZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J29,29,31,rencontre_D2H_2324_712.pdf,29,31,R,-1,-1,0,0,1,H,0,1,D2,2324
TAETRQC,NANCY HANDBALL,SYLLA yerime,FRONTIGNAN THAU HANDBALL,MARCOS asier,J29,38,37,rencontre_D2H_2324_715.pdf,36,37,R,-1,1,1,0,1,H,0,0,D2,2324
TAETRQI,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J30,33,34,rencontre_D2H_2324_721.pdf,32,33,R,-1,-1,0,1,1,H,0,1,D2,2324
TAETRQL,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,VALENCE HANDBALL,BENKAHLA aziz,J30,30,32,rencontre_D2H_2324_724.pdf,30,31,R,-1,-1,0,0,1,H,1,1,D2,2324
TAETRQM,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,CAEN HANDBALL,QUINTALLET sebastien,J30,33,32,rencontre_D2H_2324_725.pdf,32,31,R,1,1,1,0,0,H,0,0,D2,2324
TAETSSK,DIJON METROPOLE HB,CHADUTEAUD ulrich,US IVRY HANDBALL,DINART didier,J1,34,34,rencontre_D1H_2324_443.pdf,32,34,R,-1,0,1,0,0,H,1,1,D1,2324
TAETSSL,USAM NIMES GARD,CHAUVET jerome,CHAMBERY SAVOIE HB,MATHE erick,J1,31,29,rencontre_D1H_2324_444.pdf,29,28,R,1,1,1,0,1,H,0,0,D1,2324
TAETSSO,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J1,34,32,rencontre_D1H_2324_447.pdf,33,30,R,1,1,1,1,0,H,1,0,D1,2324
TAETSSP,US CRETEIL HANDBALL,DELGADO fernando,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J2,30,31,rencontre_D1H_2324_448.pdf,30,31,R,-1,-1,0,1,1,H,0,0,D1,2324
TAETSSQ,DIJON METROPOLE HB,CHADUTEAUD ulrich,USAM NIMES GARD,CHAUVET jerome,J2,29,31,rencontre_D1H_2324_449.pdf,28,31,R,-1,-1,0,0,0,H,1,0,D1,2324
TAETSSR,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J2,33,32,rencontre_D1H_2324_450.pdf,32,32,R,0,1,1,1,0,H,0,0,D1,2324
TAETSSW,SARAN LOIRET HB,COURTIAL fabien,SAINT-RAPHAEL VHB,BRAUX benjamin,J2,27,29,rencontre_D1H_2324_455.pdf,26,27,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSSY,CHAMBERY SAVOIE HB,MATHE erick,US IVRY HANDBALL,DINART didier,J3,29,28,rencontre_D1H_2324_457.pdf,28,28,R,0,1,1,1,0,H,0,0,D1,2324
TAETSTD,SAINT-RAPHAEL VHB,BRAUX benjamin,CESSON RENNES METROPOLE HB,LERICHE sebastien,J3,31,30,rencontre_D1H_2324_462.pdf,31,30,R,1,1,1,0,1,H,0,0,D1,2324
TAETSTG,US CRETEIL HANDBALL,DELGADO fernando,USAM NIMES GARD,CHAUVET jerome,J4,34,36,rencontre_D1H_2324_465.pdf,33,35,R,-1,-1,0,0,0,H,1,0,D1,2324
TAETSTL,SARAN LOIRET HB,COURTIAL fabien,CHAMBERY SAVOIE HB,MATHE erick,J4,29,27,rencontre_D1H_2324_470.pdf,29,26,R,1,1,1,0,0,H,0,0,D1,2324
TAETSTS,USAM NIMES GARD,CHAUVET jerome,SARAN LOIRET HB,COURTIAL fabien,J5,25,22,rencontre_D1H_2324_477.pdf,25,22,R,1,1,1,0,0,H,0,0,D1,2324
TAETSTT,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,HBC NANTES,COJEAN gregory,J5,35,32,rencontre_D1H_2324_478.pdf,33,32,R,1,1,1,1,0,H,0,1,D1,2324
TAETSTU,SAINT-RAPHAEL VHB,BRAUX benjamin,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J5,38,38,rencontre_D1H_2324_479.pdf,38,37,R,1,0,0,0,0,H,0,0,D1,2324
TAETSTY,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,CHAMBERY SAVOIE HB,MATHE erick,J6,26,27,rencontre_D1H_2324_483.pdf,25,27,R,-1,-1,0,0,1,H,1,0,D1,2324
TAETSTZ,MONTPELLIER HANDBALL,CANAYER patrice,USAM NIMES GARD,CHAUVET jerome,J6,25,23,rencontre_D1H_2324_484.pdf,25,23,R,1,1,1,0,0,H,0,0,D1,2324
TAETSUB,SARAN LOIRET HB,COURTIAL fabien,LIMOGES HAND,RODRIGUEZ alberto,J6,31,32,rencontre_D1H_2324_486.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUH,LIMOGES HAND 87,RODRIGUEZ alberto,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J7,29,32,rencontre_D1H_2324_492.pdf,28,31,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSUI,USAM NIMES GARD,CHAUVET jerome,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J7,31,32,rencontre_D1H_2324_493.pdf,30,31,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETSUO,DIJON METROPOLE HB,CHADUTEAUD ulrich,US CRETEIL HANDBALL,DELGADO fernando,J8,30,30,rencontre_D1H_2324_499.pdf,30,29,R,1,0,0,0,1,H,0,0,D1,2324
TAETSUT,US CRETEIL HANDBALL,DELGADO fernando,CESSON RENNES METROPOLE HB,LERICHE sebastien,J9,36,33,rencontre_D1H_2324_504.pdf,35,32,R,1,1,1,1,0,H,0,0,D1,2324
TAETSUU,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,MONTPELLIER HANDBALL,CANAYER patrice,J9,28,32,rencontre_D1H_2324_505.pdf,27,30,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETSUV,US IVRY HANDBALL,DINART didier,USAM NIMES GARD,CHAUVET jerome,J9,28,24,rencontre_D1H_2324_506.pdf,26,23,R,1,1,1,0,0,H,0,0,D1,2324
TAETSUZ,SAINT-RAPHAEL VHB,BRAUX benjamin,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J9,29,28,rencontre_D1H_2324_510.pdf,28,27,R,1,1,1,0,0,H,1,0,D1,2324
TAETSVF,MONTPELLIER HANDBALL,CANAYER patrice,SAINT-RAPHAEL VHB,BRAUX benjamin,J10,35,35,rencontre_D1H_2324_516.pdf,35,34,R,1,0,0,1,1,H,0,1,D1,2324
TAETSVH,SARAN LOIRET HB,COURTIAL fabien,US CRETEIL HANDBALL,DELGADO fernando,J10,28,28,rencontre_D1H_2324_518.pdf,28,27,R,1,0,0,0,1,H,0,0,D1,2324
TAETSVJ,CHAMBERY SAVOIE HB,MATHE erick,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J11,33,32,rencontre_D1H_2324_520.pdf,32,31,R,1,1,1,0,1,H,0,0,D1,2324
TAETSVL,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,DIJON METROPOLE HB,CHADUTEAUD ulrich,J11,30,32,rencontre_D1H_2324_522.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSVM,US IVRY HANDBALL,DINART didier,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J11,29,28,rencontre_D1H_2324_523.pdf,27,28,R,-1,1,1,0,1,H,0,1,D1,2324
TAETSVN,LIMOGES HAND 87,RODRIGUEZ alberto,CESSON RENNES METROPOLE HB,LERICHE sebastien,J11,30,26,rencontre_D1H_2324_524.pdf,27,25,R,1,1,1,1,0,H,0,0,D1,2324
TAETSVP,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,MONTPELLIER HANDBALL,CANAYER patrice,J11,31,27,rencontre_D1H_2324_526.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2324
TAETSVQ,SAINT-RAPHAEL VHB,BRAUX benjamin,USAM NIMES GARD,CHAUVET jerome,J11,31,33,rencontre_D1H_2324_527.pdf,30,31,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETSVR,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CHAMBERY SAVOIE HB,MATHE erick,J12,35,34,rencontre_D1H_2324_528.pdf,33,33,R,0,1,1,0,1,H,0,1,D1,2324
TAETSVT,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,SAINT-RAPHAEL VHB,BRAUX benjamin,J12,24,27,rencontre_D1H_2324_530.pdf,23,25,R,-1,-1,0,0,1,H,0,1,D1,2324
TAETSVY,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J12,31,34,rencontre_D1H_2324_535.pdf,30,33,R,-1,-1,0,0,1,H,0,0,D1,2324
TAETSWC,US IVRY HANDBALL,DINART didier,SARAN LOIRET HB,COURTIAL fabien,J13,33,31,rencontre_D1H_2324_539.pdf,32,29,R,1,1,1,1,0,H,0,0,D1,2324
TAETSWH,CESSON RENNES METROPOLE HB,LERICHE sebastien,CHAMBERY SAVOIE HB,MATHE erick,J14,26,29,rencontre_D1H_2324_544.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSWN,SARAN LOIRET HB,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,31,29,rencontre_D1H_2324_550.pdf,30,29,R,1,1,1,0,1,H,0,0,D1,2324
TAETSWP,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CESSON RENNES METROPOLE HB,LERICHE sebastien,J15,34,32,rencontre_D1H_2324_552.pdf,34,31,R,1,1,1,0,0,H,0,0,D1,2324
TAETSWR,DIJON METROPOLE HB,CHADUTEAUD ulrich,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J15,32,36,rencontre_D1H_2324_554.pdf,32,34,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSWT,LIMOGES HAND 87,RODRIGUEZ alberto,US CRETEIL HANDBALL,DELGADO fernando,J15,37,35,rencontre_D1H_2324_556.pdf,36,33,R,1,1,1,0,0,H,0,0,D1,2324
TAETSWW,SARAN LOIRET HB,ROUSSEL jeremy,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J15,32,35,rencontre_D1H_2324_559.pdf,32,34,R,-1,-1,0,0,0,H,1,0,D1,2324
TAETSWY,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J16,39,40,rencontre_D1H_2324_561.pdf,37,39,R,-1,-1,0,0,0,H,0,0,D1,2324
TAETSXD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,LIMOGES HAND,RODRIGUEZ alberto,J16,29,29,rencontre_D1H_2324_566.pdf,26,29,R,-1,0,1,0,1,H,0,1,D1,2324
TAETSXF,CHAMBERY SAVOIE HB,MATHE erick,CESSON RENNES METROPOLE HB,LERICHE sebastien,J17,30,29,rencontre_D1H_2324_568.pdf,29,29,R,0,1,1,0,1,H,0,0,D1,2324
TAETSXJ,LIMOGES HAND 87,RODRIGUEZ alberto,PAYS AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J17,35,38,rencontre_D1H_2324_572.pdf,35,38,R,-1,-1,0,0,1,H,0,1,D1,2324
