"","code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_recevant","points_visiteur","diff_point","diff_point_norm"
"334","TAETRJC","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","ISTRES PROVENCE HANDBALL","DEROT gilles",38,34,"rencontre_D2H_2324_533.pdf","J6",35,33,"R",1,1,1,0,0,"H",0,0,"D2",2324,"tremblay-en-france handball","istres provence handball",12,10,2,0.356279178681344
"335","TAETRJF","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",31,31,"rencontre_D2H_2324_536.pdf","J7",31,30,"R",1,0,0,0,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","frontignan thau handball",9,14,-5,-0.480402247383232
"336","TAETRJI","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",31,33,"rencontre_D2H_2324_539.pdf","J7",30,32,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"sarrebourg moselle sud handball","billere handball pau pyrenees",5,5,0,0.117227342662894
"337","TAETRJP","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","VALENCE HANDBALL","BENKAHLA aziz",29,28,"rencontre_D2H_2324_546.pdf","J8",28,26,"R",1,1,1,0,0,"H",0,0,"D2",2324,"handball club cournon d'auvergne","valence handball",11,12,-1,-0.00229857534633126
"338","TAETRJQ","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","ISTRES PROVENCE HANDBALL","DEROT gilles",34,35,"rencontre_D2H_2324_547.pdf","J8",33,35,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"frontignan thau handball","istres provence handball",16,14,2,0.356279178681344
"339","TAETRJU","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",28,30,"rencontre_D2H_2324_551.pdf","J9",27,29,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"grand besancon doubs handball","frontignan thau handball",13,17,-4,-0.360876329374007
"340","TAETRKA","VALENCE HANDBALL","BENKAHLA aziz","ANGERS SCO HANDBALL","TEJ issam",27,28,"rencontre_D2H_2324_557.pdf","J9",27,27,"R",0,-1,0,0,1,"H",0,0,"D2",2324,"valence handball","angers sco handball",13,13,0,0.117227342662894
"341","TAETRKG","MASSY ESSONNE HB","LEFEBVRE thomas","VALENCE HANDBALL","BENKAHLA aziz",29,30,"rencontre_D2H_2324_563.pdf","J10",29,29,"R",0,-1,0,1,1,"H",1,0,"D2",2324,"massy essonne hb","valence handball",15,14,1,0.236753260672119
"342","TAETRKL","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","CAEN HANDBALL","BEDOS roch",28,29,"rencontre_D2H_2324_568.pdf","J11",27,27,"R",0,-1,0,0,1,"H",0,0,"D2",2324,"grand besancon doubs handball","caen handball",15,14,1,0.236753260672119
"343","TAETRKM","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",24,25,"rencontre_D2H_2324_569.pdf","J11",24,25,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"billere handball pau pyrenees","handball club cournon d'auvergne",13,15,-2,-0.121824493355556
"344","TAETRKN","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","NANCY METROPOLE","SYLLA yerime",36,33,"rencontre_D2H_2324_570.pdf","J11",35,32,"R",1,1,1,0,0,"H",0,0,"D2",2324,"frontignan thau handball","nancy handball",21,21,0,0.117227342662894
"345","TAETRKO","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","ISTRES PROVENCE HANDBALL","DEROT gilles",32,31,"rencontre_D2H_2324_571.pdf","J11",30,31,"R",-1,1,1,1,1,"H",0,0,"D2",2324,"sarrebourg moselle sud handball","istres provence handball",11,21,-10,-1.07803183742936
"346","TAETRKT","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","ANGERS SCO HANDBALL","TEJ issam",34,34,"rencontre_D2H_2324_576.pdf","J12",34,33,"R",1,0,0,1,1,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","angers sco handball",18,19,-1,-0.00229857534633126
"347","TAETRKU","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",28,30,"rencontre_D2H_2324_577.pdf","J12",28,29,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","tremblay-en-france handball",18,30,-12,-1.31708367344781
"348","TAETRKV","ISTRES PROVENCE HANDBALL","DEROT gilles","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_578.pdf","J12",30,28,"R",1,1,1,1,0,"H",0,0,"D2",2324,"istres provence handball","valence handball",22,18,4,0.595331014699794
"349","TAETRKX","NANCY METROPOLE","SYLLA yerime","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",29,28,"rencontre_D2H_2324_580.pdf","J12",28,28,"R",0,1,1,1,0,"H",0,0,"D2",2324,"nancy handball","sarrebourg moselle sud handball",22,14,8,1.07343468673669
"350","TAETRLA","ANGERS SCO HANDBALL","TEJ issam","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",24,25,"rencontre_D2H_2324_583.pdf","J13",24,24,"R",0,-1,0,1,0,"H",0,0,"D2",2324,"angers sco handball","sarrebourg moselle sud handball",21,15,6,0.834382850718245
"351","TAETRLC","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","CAEN HANDBALL","BEDOS roch",35,33,"rencontre_D2H_2324_585.pdf","J13",34,33,"R",1,1,1,0,0,"H",0,0,"D2",2324,"billere handball pau pyrenees","caen handball",17,17,0,0.117227342662894
"352","TAETRLE","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",33,31,"rencontre_D2H_2324_587.pdf","J13",32,30,"R",1,1,1,0,0,"H",0,0,"D2",2324,"frontignan thau handball","selestat alsace handball",27,30,-3,-0.241350411364781
"353","TAETRLF","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",31,28,"rencontre_D2H_2324_588.pdf","J13",29,27,"R",1,1,1,0,0,"H",0,1,"D2",2324,"tremblay-en-france handball","pontault-combault handball",33,31,2,0.356279178681344
"354","TAETRLG","VALENCE HANDBALL","BENKAHLA aziz","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",28,30,"rencontre_D2H_2324_589.pdf","J13",27,30,"R",-1,-1,0,0,1,"H",1,1,"D2",2324,"valence handball","js cherbourgeoise  manche hb",19,20,-1,-0.00229857534633126
"355","TAETRLO","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",35,32,"rencontre_D2H_2324_597.pdf","J14",34,32,"R",1,1,1,0,0,"H",1,0,"D2",2324,"sarrebourg moselle sud handball","frontignan thau handball",18,30,-12,-1.31708367344781
"356","TAETRLU","ISTRES PROVENCE HANDBALL","DEROT gilles","NANCY METROPOLE","SYLLA yerime",32,31,"rencontre_D2H_2324_603.pdf","J15",32,29,"R",1,1,1,1,0,"H",0,0,"D2",2324,"istres provence handball","nancy handball",31,28,3,0.475805096690569
"357","TAETRLW","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,29,"rencontre_D2H_2324_605.pdf","J15",26,28,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"tremblay-en-france handball","selestat alsace handball",39,31,8,1.07343468673669
"358","TAETRLY","ANGERS SCO HANDBALL","TEJ issam","VALENCE HANDBALL","BENKAHLA aziz",23,24,"rencontre_D2H_2324_607.pdf","J16",23,23,"R",0,-1,0,0,0,"H",0,1,"D2",2324,"angers sco handball","valence handball",24,24,0,0.117227342662894
"359","TAETRMA","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",26,28,"rencontre_D2H_2324_609.pdf","J16",26,27,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","tremblay-en-france handball",28,40,-12,-1.31708367344781
"360","TAETRMB","MASSY ESSONNE HB","LEFEBVRE thomas","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",28,30,"rencontre_D2H_2324_610.pdf","J16",27,29,"R",-1,-1,0,0,1,"H",0,1,"D2",2324,"massy essonne hb","handball club cournon d'auvergne",24,24,0,0.117227342662894
"361","TAETRMC","NANCY METROPOLE","SYLLA yerime","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",23,25,"rencontre_D2H_2324_611.pdf","J16",22,25,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"nancy handball","billere handball pau pyrenees",29,26,3,0.475805096690569
"362","TAETRMI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",26,30,"rencontre_D2H_2324_617.pdf","J17",26,29,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"handball club cournon d'auvergne","js cherbourgeoise  manche hb",27,29,-2,-0.121824493355556
"363","TAETRMJ","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","MASSY ESSONNE HB","LEFEBVRE thomas",31,32,"rencontre_D2H_2324_618.pdf","J17",30,31,"R",-1,-1,0,0,0,"H",0,1,"D2",2324,"frontignan thau handball","massy essonne hb",32,25,7,0.95390876872747
"364","TAETRMK","ISTRES PROVENCE HANDBALL","DEROT gilles","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,27,"rencontre_D2H_2324_619.pdf","J17",27,25,"R",1,0,0,0,0,"H",1,0,"D2",2324,"istres provence handball","selestat alsace handball",34,37,-3,-0.241350411364781
"365","TAETRMO","ANGERS SCO HANDBALL","TEJ issam","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",25,27,"rencontre_D2H_2324_623.pdf","J18",25,26,"R",-1,-1,0,1,0,"H",1,0,"D2",2324,"angers sco handball","billere handball pau pyrenees",26,32,-6,-0.599928165392457
"366","TAETRMT","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",30,29,"rencontre_D2H_2324_628.pdf","J18",29,29,"R",0,1,1,1,1,"H",0,0,"D2",2324,"sarrebourg moselle sud handball","handball club cournon d'auvergne",28,28,0,0.117227342662894
"367","TAETRMW","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","MASSY ESSONNE HB","LEFEBVRE thomas",23,23,"rencontre_D2H_2324_631.pdf","J19",22,23,"R",-1,0,1,1,1,"H",1,1,"D2",2324,"billere handball pau pyrenees","massy essonne hb",35,29,6,0.834382850718245
"368","TAETRMY","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",36,33,"rencontre_D2H_2324_633.pdf","J19",35,32,"R",1,1,1,0,0,"H",1,0,"D2",2324,"frontignan thau handball","sarrebourg moselle sud handball",33,31,2,0.356279178681344
"369","TAETRMZ","ISTRES PROVENCE HANDBALL","DEROT gilles","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",28,27,"rencontre_D2H_2324_634.pdf","J19",27,27,"R",0,1,1,0,1,"H",0,0,"D2",2324,"istres provence handball","grand besancon doubs handball",39,30,9,1.19296060474592
"370","TAETRNA","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",27,26,"rencontre_D2H_2324_635.pdf","J19",26,25,"R",1,1,1,1,0,"H",0,0,"D2",2324,"pontault-combault handball","selestat alsace handball",42,40,2,0.356279178681344
"371","TAETRNF","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","TREMBLAY-EN-FRANCE HANDBALL","HAMANI cherif",32,33,"rencontre_D2H_2324_640.pdf","J20",32,32,"R",0,-1,0,1,1,"H",0,1,"D2",2324,"billere handball pau pyrenees","tremblay-en-france handball",37,52,-15,-1.67566142747548
"372","TAETRNG","CAEN HANDBALL","QUINTALLET sebastien","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",31,28,"rencontre_D2H_2324_641.pdf","J20",31,28,"R",1,1,1,0,0,"H",0,0,"D2",2324,"caen handball","frontignan thau handball",26,36,-10,-1.07803183742936
"373","TAETRNH","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",27,29,"rencontre_D2H_2324_642.pdf","J20",26,28,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","grand besancon doubs handball",30,31,-1,-0.00229857534633126
"374","TAETRNI","MASSY ESSONNE HB","LEFEBVRE thomas","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",27,29,"rencontre_D2H_2324_643.pdf","J20",27,29,"R",-1,-1,0,0,0,"H",1,0,"D2",2324,"massy essonne hb","pontault-combault handball",31,45,-14,-1.55613550946626
"375","TAETRNJ","NANCY METROPOLE","SYLLA yerime","ISTRES PROVENCE HANDBALL","DEROT gilles",29,32,"rencontre_D2H_2324_644.pdf","J20",29,31,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"nancy handball","istres provence handball",33,42,-9,-0.958505919420132
"376","TAETRNN","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","NANCY METROPOLE","SYLLA yerime",26,28,"rencontre_D2H_2324_648.pdf","J21",26,28,"R",-1,-1,0,0,0,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","nancy handball",41,34,7,0.95390876872747
"377","TAETRNP","ISTRES PROVENCE HANDBALL","DEROT gilles","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud",34,32,"rencontre_D2H_2324_650.pdf","J21",34,31,"R",1,1,1,1,0,"H",0,0,"D2",2324,"istres provence handball","sarrebourg moselle sud handball",45,32,13,1.67106427678282
"378","TAETRNU","ANGERS SCO HANDBALL","TEJ issam","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",32,32,"rencontre_D2H_2324_655.pdf","J22",30,32,"R",-1,0,1,0,1,"H",0,1,"D2",2324,"angers sco handball","selestat alsace handball",29,45,-16,-1.79518734548471
"379","TAETRNV","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","VALENCE HANDBALL","BENKAHLA aziz",23,27,"rencontre_D2H_2324_656.pdf","J22",23,25,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"billere handball pau pyrenees","valence handball",38,33,5,0.714856932709019
"380","TAETRNY","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",28,29,"rencontre_D2H_2324_659.pdf","J22",27,29,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","pontault-combault handball",32,51,-19,-2.15376509951238
"381","TAETROC","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard",24,22,"rencontre_D2H_2324_663.pdf","J23",22,21,"R",1,1,1,0,1,"H",0,0,"D2",2324,"grand besancon doubs handball","js cherbourgeoise  manche hb",40,43,-3,-0.241350411364781
"382","TAETROE","ISTRES PROVENCE HANDBALL","DEROT gilles","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",25,24,"rencontre_D2H_2324_665.pdf","J23",25,23,"R",1,1,1,0,1,"H",1,0,"D2",2324,"istres provence handball","billere handball pau pyrenees",51,39,12,1.5515383587736
"383","TAETROG","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","NANCY METROPOLE","SYLLA yerime",26,24,"rencontre_D2H_2324_667.pdf","J23",25,24,"R",1,1,1,0,0,"H",0,0,"D2",2324,"sarrebourg moselle sud handball","nancy handball",34,37,-3,-0.241350411364781
"384","TAETROI","VALENCE HANDBALL","BENKAHLA aziz","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",29,31,"rencontre_D2H_2324_669.pdf","J23",29,30,"R",-1,-1,0,1,0,"H",0,0,"D2",2324,"valence handball","handball club cournon d'auvergne",36,33,3,0.475805096690569
"385","TAETROM","CAEN HANDBALL","QUINTALLET sebastien","VALENCE HANDBALL","BENKAHLA aziz",32,31,"rencontre_D2H_2324_673.pdf","J24",32,30,"R",1,1,1,0,0,"H",0,0,"D2",2324,"caen handball","valence handball",31,37,-6,-0.599928165392457
"386","TAETRON","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",26,25,"rencontre_D2H_2324_674.pdf","J24",25,25,"R",0,1,1,1,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","selestat alsace handball",36,50,-14,-1.55613550946626
"387","TAETROP","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume",39,37,"rencontre_D2H_2324_676.pdf","J24",38,36,"R",1,1,1,1,0,"H",0,1,"D2",2324,"frontignan thau handball","pontault-combault handball",44,55,-11,-1.19755775543858
"388","TAETROT","CAEN HANDBALL","QUINTALLET sebastien","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",35,32,"rencontre_D2H_2324_680.pdf","J25",34,31,"R",1,1,1,1,0,"H",0,0,"D2",2324,"caen handball","billere handball pau pyrenees",34,43,-9,-0.958505919420132
"389","TAETROV","NANCY METROPOLE","SYLLA yerime","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan",32,30,"rencontre_D2H_2324_682.pdf","J25",32,30,"R",1,1,1,0,1,"H",0,0,"D2",2324,"nancy handball","handball club cournon d'auvergne",41,39,2,0.356279178681344
"390","TAETROX","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","ANGERS SCO HANDBALL","TEJ issam",36,34,"rencontre_D2H_2324_684.pdf","J25",35,33,"R",1,1,1,0,1,"H",0,1,"D2",2324,"sarrebourg moselle sud handball","angers sco handball",38,33,5,0.714856932709019
"391","TAETRPB","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",29,27,"rencontre_D2H_2324_688.pdf","J26",29,27,"R",1,1,1,1,0,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","billere handball pau pyrenees",47,44,3,0.475805096690569
"392","TAETRPC","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","ISTRES PROVENCE HANDBALL","DEROT gilles",32,30,"rencontre_D2H_2324_689.pdf","J26",32,29,"R",1,1,1,1,0,"H",1,0,"D2",2324,"handball club cournon d'auvergne","istres provence handball",40,58,-18,-2.03423918150316
"393","TAETRPD","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","GRAND BESANCON DOUBS HANDBALL","VIENNET christophe",35,33,"rencontre_D2H_2324_690.pdf","J26",34,32,"R",1,1,1,1,0,"H",1,0,"D2",2324,"frontignan thau handball","grand besancon doubs handball",50,47,3,0.475805096690569
"394","TAETRPF","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","VALENCE HANDBALL","BENKAHLA aziz",31,32,"rencontre_D2H_2324_692.pdf","J26",31,31,"R",0,-1,0,0,1,"H",0,0,"D2",2324,"pontault-combault handball","valence handball",57,39,18,2.26869386682895
"395","TAETRPK","CAEN HANDBALL","QUINTALLET sebastien","MASSY ESSONNE HB","LEFEBVRE thomas",35,36,"rencontre_D2H_2324_697.pdf","J27",34,34,"R",0,-1,0,0,0,"H",0,1,"D2",2324,"caen handball","massy essonne hb",40,41,-1,-0.00229857534633126
"396","TAETRPQ","ANGERS SCO HANDBALL","TEJ issam","MASSY ESSONNE HB","LEFEBVRE thomas",30,31,"rencontre_D2H_2324_703.pdf","J28",30,30,"R",0,-1,0,1,1,"H",1,0,"D2",2324,"angers sco handball","massy essonne hb",36,44,-8,-0.838980001410907
"397","TAETRPS","JS CHERBOURGEOISE MANCHE HB","FERNANDEZ ROURA eduard","VALENCE HANDBALL","BENKAHLA aziz",31,30,"rencontre_D2H_2324_705.pdf","J28",31,30,"R",1,1,1,0,0,"H",0,0,"D2",2324,"js cherbourgeoise  manche hb","valence handball",53,43,10,1.31248652275514
"398","TAETRPT","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","CAEN HANDBALL","QUINTALLET sebastien",31,34,"rencontre_D2H_2324_706.pdf","J28",30,33,"R",-1,-1,0,0,1,"H",0,0,"D2",2324,"handball club cournon d'auvergne","caen handball",43,41,2,0.356279178681344
"399","TAETRPU","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",30,29,"rencontre_D2H_2324_707.pdf","J28",28,29,"R",-1,1,1,1,1,"H",0,0,"D2",2324,"frontignan thau handball","billere handball pau pyrenees",55,47,8,1.07343468673669
"400","TAETRPZ","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel","SELESTAT ALSACE HANDBALL","BUSSELIER laurent",29,31,"rencontre_D2H_2324_712.pdf","J29",29,31,"R",-1,-1,0,0,1,"H",0,1,"D2",2324,"billere handball pau pyrenees","selestat alsace handball",48,58,-10,-1.07803183742936
"401","TAETRQC","NANCY METROPOLE","SYLLA yerime","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",38,37,"rencontre_D2H_2324_715.pdf","J29",36,37,"R",-1,1,1,0,1,"H",0,0,"D2",2324,"nancy handball","frontignan thau handball",49,58,-9,-0.958505919420132
"402","TAETRQI","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",33,34,"rencontre_D2H_2324_721.pdf","J30",32,33,"R",-1,-1,0,1,1,"H",0,1,"D2",2324,"handball club cournon d'auvergne","billere handball pau pyrenees",45,49,-4,-0.360876329374007
"403","TAETRQL","SARREBOURG MOSELLE SUD HANDBALL","CALBRY arnaud","VALENCE HANDBALL","BENKAHLA aziz",30,32,"rencontre_D2H_2324_724.pdf","J30",30,31,"R",-1,-1,0,0,1,"H",1,1,"D2",2324,"sarrebourg moselle sud handball","valence handball",48,45,3,0.475805096690569
"404","TAETRQM","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","CAEN HANDBALL","QUINTALLET sebastien",33,32,"rencontre_D2H_2324_725.pdf","J30",32,31,"R",1,1,1,0,0,"H",0,0,"D2",2324,"selestat alsace handball","caen handball",61,45,16,2.0296420308105
"405","TAETSSK","DIJON METROPOLE HB","CHADUTEAUD ulrich","US IVRY HANDBALL","DINART didier",34,34,"rencontre_D1H_2324_443.pdf","J1",32,34,"R",-1,0,1,0,0,"H",1,1,"D1",2324,"dijon metropole hb","us ivry handball",0,0,0,0.117227342662894
"406","TAETSSL","USAM NIMES GARD","CHAUVET jerome","CHAMBERY SAVOIE HB","MATHE erick",31,29,"rencontre_D1H_2324_444.pdf","J1",29,28,"R",1,1,1,0,1,"H",0,0,"D1",2324,"usam nimes gard","chambery savoie hb",0,0,0,0.117227342662894
"407","TAETSSO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",34,32,"rencontre_D1H_2324_447.pdf","J1",33,30,"R",1,1,1,1,0,"H",1,0,"D1",2324,"fenix toulouse handball","dunkerque handball grand littoral",0,0,0,0.117227342662894
"408","TAETSSP","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",30,31,"rencontre_D1H_2324_448.pdf","J2",30,31,"R",-1,-1,0,1,1,"H",0,0,"D1",2324,"us creteil handball","fenix toulouse handball",1,3,-2,-0.121824493355556
"409","TAETSSQ","DIJON METROPOLE HB","CHADUTEAUD ulrich","USAM NIMES GARD","CHAUVET jerome",29,31,"rencontre_D1H_2324_449.pdf","J2",28,31,"R",-1,-1,0,0,0,"H",1,0,"D1",2324,"dijon metropole hb","usam nimes gard",2,3,-1,-0.00229857534633126
"410","TAETSSR","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",33,32,"rencontre_D1H_2324_450.pdf","J2",32,32,"R",0,1,1,1,0,"H",0,0,"D1",2324,"dunkerque handball grand littoral","provence aix universite club handball",1,3,-2,-0.121824493355556
"411","TAETSSW","SARAN LOIRET HB","COURTIAL fabien","SAINT-RAPHAEL VHB","BRAUX benjamin",27,29,"rencontre_D1H_2324_455.pdf","J2",26,27,"R",-1,-1,0,0,0,"H",0,0,"D1",2324,"saran loiret hb","saint-raphael vhb",3,1,2,0.356279178681344
"412","TAETSSY","CHAMBERY SAVOIE HB","MATHE erick","US IVRY HANDBALL","DINART didier",29,28,"rencontre_D1H_2324_457.pdf","J3",28,28,"R",0,1,1,1,0,"H",0,0,"D1",2324,"chambery savoie hb","us ivry handball",2,3,-1,-0.00229857534633126
"413","TAETSTD","SAINT-RAPHAEL VHB","BRAUX benjamin","CESSON RENNES METROPOLE HB","LERICHE sebastien",31,30,"rencontre_D1H_2324_462.pdf","J3",31,30,"R",1,1,1,0,1,"H",0,0,"D1",2324,"saint-raphael vhb","cesson rennes metropole hb",4,2,2,0.356279178681344
"414","TAETSTG","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","USAM NIMES GARD","CHAUVET jerome",34,36,"rencontre_D1H_2324_465.pdf","J4",33,35,"R",-1,-1,0,0,0,"H",1,0,"D1",2324,"us creteil handball","usam nimes gard",3,9,-6,-0.599928165392457
"415","TAETSTL","SARAN LOIRET HB","COURTIAL fabien","CHAMBERY SAVOIE HB","MATHE erick",29,27,"rencontre_D1H_2324_470.pdf","J4",29,26,"R",1,1,1,0,0,"H",0,0,"D1",2324,"saran loiret hb","chambery savoie hb",5,5,0,0.117227342662894
"416","TAETSTS","USAM NIMES GARD","CHAUVET jerome","SARAN LOIRET HB","COURTIAL fabien",25,22,"rencontre_D1H_2324_477.pdf","J5",25,22,"R",1,1,1,0,0,"H",0,0,"D1",2324,"usam nimes gard","saran loiret hb",12,8,4,0.595331014699794
"417","TAETSTT","PARIS SAINT-GERMAIN HANDBALL","GONZALEZ GUTIERREZ raul","HBC NANTES","COJEAN gregory",35,32,"rencontre_D1H_2324_478.pdf","J5",33,32,"R",1,1,1,1,0,"H",0,1,"D1",2324,"paris saint-germain handball","hbc nantes",12,11,1,0.236753260672119
"418","TAETSTU","SAINT-RAPHAEL VHB","BRAUX benjamin","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",38,38,"rencontre_D1H_2324_479.pdf","J5",38,37,"R",1,0,0,0,0,"H",0,0,"D1",2324,"saint-raphael vhb","dunkerque handball grand littoral",10,6,4,0.595331014699794
"419","TAETSTY","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck","CHAMBERY SAVOIE HB","MATHE erick",26,27,"rencontre_D1H_2324_483.pdf","J6",25,27,"R",-1,-1,0,0,1,"H",1,0,"D1",2324,"dunkerque handball grand littoral","chambery savoie hb",8,9,-1,-0.00229857534633126
"420","TAETSTZ","MONTPELLIER HANDBALL","CANAYER patrice","USAM NIMES GARD","CHAUVET jerome",25,23,"rencontre_D1H_2324_484.pdf","J6",25,23,"R",1,1,1,0,0,"H",0,0,"D1",2324,"montpellier handball","usam nimes gard",15,15,0,0.117227342662894
