"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAEUAJJ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",22,24,"rencontre_D1F_2324_610 3.pdf",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","js cherbourgeoise  manche hb",38,NA,NA
"TAEUAJJ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",22,24,"rencontre_D1F_2324_610.pdf",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","js cherbourgeoise  manche hb",38,NA,NA
"TAEUAJK","METZ HANDBALL","MAYONNADE emmanuel","BREST BRETAGNE HANDBALL","MOREL pablo",22,23,"rencontre_D1F_2324_611 2.pdf",22,23,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","limoges hand 87","brest bretagne handball",NA,75,NA
"TAEUAJK","METZ HANDBALL","MAYONNADE emmanuel","BREST BRETAGNE HANDBALL","MOREL pablo",22,23,"rencontre_D1F_2324_611 3.pdf",22,23,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","limoges hand 87","brest bretagne handball",NA,75,NA
"TAEUAJK","METZ HANDBALL","MAYONNADE emmanuel","BREST BRETAGNE HANDBALL","MOREL pablo",22,23,"rencontre_D1F_2324_611.pdf",22,23,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","limoges hand 87","brest bretagne handball",NA,75,NA
"TAEUAJL","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","DELARUE jerome",24,23,"rencontre_D1F_2324_612 2.pdf",23,23,"R",0,1,1,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","les neptunes de nantes",38,64,26
"TAEUAJL","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","DELARUE jerome",24,23,"rencontre_D1F_2324_612 3.pdf",23,23,"R",0,1,1,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","les neptunes de nantes",38,64,26
"TAEUAJL","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","DELARUE jerome",24,23,"rencontre_D1F_2324_612.pdf",23,23,"R",0,1,1,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","les neptunes de nantes",38,64,26
"TAEUAJR","BREST BRETAGNE HANDBALL","MOREL pablo","PARIS","MESSAOUDI yacine",26,24,"rencontre_D1F_2324_618 2.pdf",26,23,"R",1,1,1,0,0,"F",0,0,"D1","2324","brest bretagne handball","paris 92",75,62,-13
"TAEUAJR","BREST BRETAGNE HANDBALL","MOREL pablo","PARIS","MESSAOUDI yacine",26,24,"rencontre_D1F_2324_618 3.pdf",26,23,"R",1,1,1,0,0,"F",0,0,"D1","2324","brest bretagne handball","paris 92",75,62,-13
"TAEUAJR","BREST BRETAGNE HANDBALL","MOREL pablo","PARIS","MESSAOUDI yacine",26,24,"rencontre_D1F_2324_618.pdf",26,23,"R",1,1,1,0,0,"F",0,0,"D1","2324","brest bretagne handball","paris 92",75,62,-13
"TAEUAJV","MERIGNAC HANDBALL","NORMAND julia","ES BESANCON FEMININ","MIZOULE sebastien",26,24,"rencontre_D1F_2324_622 2.pdf",25,23,"R",1,1,1,1,0,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAJV","MERIGNAC HANDBALL","NORMAND julia","ES BESANCON FEMININ","MIZOULE sebastien",26,24,"rencontre_D1F_2324_622 3.pdf",25,23,"R",1,1,1,1,0,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAJV","MERIGNAC HANDBALL","NORMAND julia","ES BESANCON FEMININ","MIZOULE sebastien",26,24,"rencontre_D1F_2324_622.pdf",25,23,"R",1,1,1,1,0,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAKB","HANDBALL PLAN DE CUQUES","SPINCER angelique","MERIGNAC HANDBALL","CHAGNARD christophe",28,27,"rencontre_D1F_2324_628 2.pdf",28,27,"R",1,1,1,1,0,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAKB","HANDBALL PLAN DE CUQUES","SPINCER angelique","MERIGNAC HANDBALL","CHAGNARD christophe",28,27,"rencontre_D1F_2324_628 3.pdf",28,27,"R",1,1,1,1,0,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAKB","HANDBALL PLAN DE CUQUES","SPINCER angelique","MERIGNAC HANDBALL","CHAGNARD christophe",28,27,"rencontre_D1F_2324_628.pdf",28,27,"R",1,1,1,1,0,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUAKG","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","ES BESANCON FEMININ","MIZOULE sebastien",27,26,"rencontre_D1F_2324_633 2.pdf",27,26,"R",1,1,1,1,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAKG","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","ES BESANCON FEMININ","MIZOULE sebastien",27,26,"rencontre_D1F_2324_633 3.pdf",27,26,"R",1,1,1,1,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAKG","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","ES BESANCON FEMININ","MIZOULE sebastien",27,26,"rencontre_D1F_2324_633.pdf",27,26,"R",1,1,1,1,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAKI","PARIS 92","MESSAOUDI yacine","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",33,29,"rencontre_D1F_2324_635 2.pdf",31,28,"R",1,1,1,0,0,"F",0,0,"D1","2324","nancy handball","le pouzin hb 07",NA,NA,NA
"TAEUAKI","PARIS 92","MESSAOUDI yacine","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",33,29,"rencontre_D1F_2324_635 3.pdf",31,28,"R",1,1,1,0,0,"F",0,0,"D1","2324","nancy handball","le pouzin hb 07",NA,NA,NA
"TAEUAKI","PARIS 92","MESSAOUDI yacine","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",33,29,"rencontre_D1F_2324_635.pdf",31,28,"R",1,1,1,0,0,"F",0,0,"D1","2324","nancy handball","le pouzin hb 07",NA,NA,NA
"TAEUAKL","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",25,27,"rencontre_D1F_2324_638 2.pdf",25,25,"R",0,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","st amand handball -  porte du hainaut",38,38,0
"TAEUAKL","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",25,27,"rencontre_D1F_2324_638 3.pdf",25,25,"R",0,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","st amand handball -  porte du hainaut",38,38,0
"TAEUAKL","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",25,27,"rencontre_D1F_2324_638.pdf",25,25,"R",0,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","st amand handball -  porte du hainaut",38,38,0
"TAEUAKQ","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_643.pdf",27,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","le pouzin hb 07","bouillargues handball nimes metropole",NA,NA,NA
"TAEUAKY","PARIS 92","MESSAOUDI yacine","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,26,"rencontre_D1F_2324_651 2.pdf",26,26,"R",0,1,1,1,0,"F",0,0,"D1","2324","nancy handball","st amand handball -  porte du hainaut",NA,38,NA
"TAEUAKY","PARIS 92","MESSAOUDI yacine","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,26,"rencontre_D1F_2324_651 3.pdf",26,26,"R",0,1,1,1,0,"F",0,0,"D1","2324","nancy handball","st amand handball -  porte du hainaut",NA,38,NA
"TAEUAKY","PARIS 92","MESSAOUDI yacine","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,26,"rencontre_D1F_2324_651.pdf",26,26,"R",0,1,1,1,0,"F",0,0,"D1","2324","nancy handball","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALB","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","PARIS","MESSAOUDI yacine",24,26,"rencontre_D1F_2324_654 2.pdf",24,25,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","paris 92",38,62,24
"TAEUALB","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","PARIS","MESSAOUDI yacine",24,26,"rencontre_D1F_2324_654 3.pdf",24,25,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","paris 92",38,62,24
"TAEUALB","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","PARIS","MESSAOUDI yacine",24,26,"rencontre_D1F_2324_654.pdf",24,25,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","paris 92",38,62,24
"TAEUALC","JDA BOURGOGNE DIJON HANDBALL","FAVIER anthony","METZ HANDBALL","MAYONNADE emmanuel",31,34,"rencontre_D1F_2324_655 2.pdf",30,33,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUALC","JDA BOURGOGNE DIJON HANDBALL","FAVIER anthony","METZ HANDBALL","MAYONNADE emmanuel",31,34,"rencontre_D1F_2324_655 3.pdf",30,33,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUALC","JDA BOURGOGNE DIJON HANDBALL","FAVIER anthony","METZ HANDBALL","MAYONNADE emmanuel",31,34,"rencontre_D1F_2324_655.pdf",30,33,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","js cherbourgeoise  manche hb","limoges hand 87",NA,NA,NA
"TAEUALD","HANDBALL PLAN DE CUQUES","SPINCER angelique","ES BESANCON FEMININ","MIZOULE sebastien",30,27,"rencontre_D1F_2324_656 2.pdf",28,27,"R",1,1,1,0,1,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALD","HANDBALL PLAN DE CUQUES","SPINCER angelique","ES BESANCON FEMININ","MIZOULE sebastien",30,27,"rencontre_D1F_2324_656 3.pdf",28,27,"R",1,1,1,0,1,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALD","HANDBALL PLAN DE CUQUES","SPINCER angelique","ES BESANCON FEMININ","MIZOULE sebastien",30,27,"rencontre_D1F_2324_656.pdf",28,27,"R",1,1,1,0,1,"F",0,0,"D1","2324","provence aix universite club handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALF","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","MERIGNAC HANDBALL","CHAGNARD christophe",27,28,"rencontre_D1F_2324_658 2.pdf",26,27,"R",-1,-1,0,1,0,"F",0,1,"D1","2324","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALF","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","MERIGNAC HANDBALL","CHAGNARD christophe",27,28,"rencontre_D1F_2324_658 3.pdf",26,27,"R",-1,-1,0,1,0,"F",0,1,"D1","2324","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALF","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","MERIGNAC HANDBALL","CHAGNARD christophe",27,28,"rencontre_D1F_2324_658.pdf",26,27,"R",-1,-1,0,1,0,"F",0,1,"D1","2324","le pouzin hb 07","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUALG","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_659 2.pdf",27,29,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",38,NA,NA
"TAEUALG","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_659 3.pdf",27,29,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",38,NA,NA
"TAEUALG","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_659.pdf",27,29,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","bouillargues handball nimes metropole",38,NA,NA
"TAEUALH","METZ HANDBALL","MAYONNADE emmanuel","LES NEPTUNES DE NANTES","THOMSEN helle",33,30,"rencontre_D1F_2324_660 2.pdf",32,30,"R",1,1,1,0,0,"F",0,0,"D1","2324","limoges hand 87","les neptunes de nantes",NA,64,NA
"TAEUALH","METZ HANDBALL","MAYONNADE emmanuel","LES NEPTUNES DE NANTES","THOMSEN helle",33,30,"rencontre_D1F_2324_660 3.pdf",32,30,"R",1,1,1,0,0,"F",0,0,"D1","2324","limoges hand 87","les neptunes de nantes",NA,64,NA
"TAEUALH","METZ HANDBALL","MAYONNADE emmanuel","LES NEPTUNES DE NANTES","THOMSEN helle",33,30,"rencontre_D1F_2324_660.pdf",32,30,"R",1,1,1,0,0,"F",0,0,"D1","2324","limoges hand 87","les neptunes de nantes",NA,64,NA
"TAEUALK","MERIGNAC HANDBALL","CHAGNARD christophe","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",28,29,"rencontre_D1F_2324_663 2.pdf",28,29,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALK","MERIGNAC HANDBALL","CHAGNARD christophe","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",28,29,"rencontre_D1F_2324_663 3.pdf",28,29,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALK","MERIGNAC HANDBALL","CHAGNARD christophe","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",28,29,"rencontre_D1F_2324_663.pdf",28,29,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","handball clermont auvergne metropole 63","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALL","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",26,29,"rencontre_D1F_2324_664 2.pdf",25,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","bouillargues handball nimes metropole","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALL","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",26,29,"rencontre_D1F_2324_664 3.pdf",25,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","bouillargues handball nimes metropole","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALL","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",26,29,"rencontre_D1F_2324_664.pdf",25,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","bouillargues handball nimes metropole","st amand handball -  porte du hainaut",NA,38,NA
"TAEUALO","LES NEPTUNES DE NANTES","THOMSEN helle","PARIS","MESSAOUDI yacine",30,32,"rencontre_D1F_2324_667 2.pdf",29,30,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","les neptunes de nantes","paris 92",64,62,-2
"TAEUALO","LES NEPTUNES DE NANTES","THOMSEN helle","PARIS","MESSAOUDI yacine",30,32,"rencontre_D1F_2324_667 3.pdf",29,30,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","les neptunes de nantes","paris 92",64,62,-2
"TAEUALO","LES NEPTUNES DE NANTES","THOMSEN helle","PARIS","MESSAOUDI yacine",30,32,"rencontre_D1F_2324_667.pdf",29,30,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","les neptunes de nantes","paris 92",64,62,-2
"TAEUAMI","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","MERIGNAC HANDBALL","CHAGNARD christophe",24,23,"rencontre_D1F_2324_687 2.pdf",23,22,"R",1,1,1,1,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","handball clermont auvergne metropole 63",39,NA,NA
"TAEUAMI","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","MERIGNAC HANDBALL","CHAGNARD christophe",24,23,"rencontre_D1F_2324_687 3.pdf",23,22,"R",1,1,1,1,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","handball clermont auvergne metropole 63",39,NA,NA
"TAEUAMI","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","MERIGNAC HANDBALL","CHAGNARD christophe",24,23,"rencontre_D1F_2324_687.pdf",23,22,"R",1,1,1,1,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","handball clermont auvergne metropole 63",39,NA,NA
"TAEUAMO","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","ES BESANCON FEMININ","MIZOULE sebastien",27,28,"rencontre_D1F_2324_693 2.pdf",27,28,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAMO","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","ES BESANCON FEMININ","MIZOULE sebastien",27,28,"rencontre_D1F_2324_693 3.pdf",27,28,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAMO","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","ES BESANCON FEMININ","MIZOULE sebastien",27,28,"rencontre_D1F_2324_693.pdf",27,28,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","handball clermont auvergne metropole 63",38,NA,NA
"TAEUAMQ","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","BREST BRETAGNE HANDBALL","MOREL pablo",28,33,"rencontre_D1F_2324_695 2.pdf",28,31,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","brest bretagne handball",38,75,37
"TAEUAMQ","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","BREST BRETAGNE HANDBALL","MOREL pablo",28,33,"rencontre_D1F_2324_695 3.pdf",28,31,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","brest bretagne handball",38,75,37
"TAEUAMQ","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","BREST BRETAGNE HANDBALL","MOREL pablo",28,33,"rencontre_D1F_2324_695.pdf",28,31,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","brest bretagne handball",38,75,37
"TAEUAMW","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,25,"rencontre_D1F_2324_701 2.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","st amand handball -  porte du hainaut",39,38,-1
"TAEUAMW","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,25,"rencontre_D1F_2324_701 3.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","st amand handball -  porte du hainaut",39,38,-1
"TAEUAMW","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,25,"rencontre_D1F_2324_701.pdf",27,24,"R",1,1,1,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","st amand handball -  porte du hainaut",39,38,-1
"TAEUANB","MERIGNAC HANDBALL","CHAGNARD christophe","PARIS","MESSAOUDI yacine",33,29,"rencontre_D1F_2324_706 2.pdf",31,29,"R",1,1,1,0,0,"F",1,0,"D1","2324","handball clermont auvergne metropole 63","paris 92",NA,62,NA
"TAEUANB","MERIGNAC HANDBALL","CHAGNARD christophe","PARIS","MESSAOUDI yacine",33,29,"rencontre_D1F_2324_706 3.pdf",31,29,"R",1,1,1,0,0,"F",1,0,"D1","2324","handball clermont auvergne metropole 63","paris 92",NA,62,NA
"TAEUANB","MERIGNAC HANDBALL","CHAGNARD christophe","PARIS","MESSAOUDI yacine",33,29,"rencontre_D1F_2324_706.pdf",31,29,"R",1,1,1,0,0,"F",1,0,"D1","2324","handball clermont auvergne metropole 63","paris 92",NA,62,NA
"TAEUKOL","LES NEPTUNES DE NANTES","THOMSEN helle","BREST BRETAGNE HANDBALL","MOREL pablo",23,27,"rencontre_D1F_2324_551 2.pdf",23,26,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","les neptunes de nantes","brest bretagne handball",64,75,11
"TAEUKOL","LES NEPTUNES DE NANTES","THOMSEN helle","BREST BRETAGNE HANDBALL","MOREL pablo",23,27,"rencontre_D1F_2324_551 3.pdf",23,26,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","les neptunes de nantes","brest bretagne handball",64,75,11
"TAEUKOL","LES NEPTUNES DE NANTES","THOMSEN helle","BREST BRETAGNE HANDBALL","MOREL pablo",23,27,"rencontre_D1F_2324_551.pdf",23,26,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","les neptunes de nantes","brest bretagne handball",64,75,11
"TAEUQKN","CESSON RENNES METROPOLE HB","LERICHE sebastien","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,28,"rencontre_D1H_2324_488 2.pdf",27,27,"R",0,-1,0,1,1,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUQKN","CESSON RENNES METROPOLE HB","LERICHE sebastien","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,28,"rencontre_D1H_2324_488 3.pdf",27,27,"R",0,-1,0,1,1,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUQKN","CESSON RENNES METROPOLE HB","LERICHE sebastien","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,28,"rencontre_D1H_2324_488.pdf",27,27,"R",0,-1,0,1,1,"H",0,0,"D1","2324","nancy handball","handball clermont auvergne metropole 63",NA,NA,NA
"TAEUTEG","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",27,26,"rencontre_D2F_1_2324_222 2.pdf",26,26,"R",0,1,1,1,0,"F",1,0,"D2","2324","noisy-le-grand handball","js cherbourgeoise  manche hb",49,NA,NA
"TAEUTEG","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",27,26,"rencontre_D2F_1_2324_222 3.pdf",26,26,"R",0,1,1,1,0,"F",1,0,"D2","2324","noisy-le-grand handball","js cherbourgeoise  manche hb",49,NA,NA
"TAEUTEG","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",27,26,"rencontre_D2F_1_2324_222.pdf",26,26,"R",0,1,1,1,0,"F",1,0,"D2","2324","noisy-le-grand handball","js cherbourgeoise  manche hb",49,NA,NA
"TAEUTEI","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,25,"rencontre_D2F_1_2324_224 2.pdf",25,25,"R",0,1,1,0,1,"F",0,1,"D2","2324","provence aix universite club handball","le pouzin hb 07",NA,39,NA
"TAEUTEI","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,25,"rencontre_D2F_1_2324_224 3.pdf",25,25,"R",0,1,1,0,1,"F",0,1,"D2","2324","provence aix universite club handball","le pouzin hb 07",NA,39,NA
"TAEUTEI","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,25,"rencontre_D2F_1_2324_224.pdf",25,25,"R",0,1,1,0,1,"F",0,1,"D2","2324","provence aix universite club handball","le pouzin hb 07",NA,39,NA
"TAEUTEM","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",28,26,"rencontre_D2F_1_2324_228 2.pdf",28,25,"R",1,1,1,1,0,"F",1,0,"D2","2324","paris 92","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTEM","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",28,26,"rencontre_D2F_1_2324_228 3.pdf",28,25,"R",1,1,1,1,0,"F",1,0,"D2","2324","paris 92","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTEM","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",28,26,"rencontre_D2F_1_2324_228.pdf",28,25,"R",1,1,1,1,0,"F",1,0,"D2","2324","paris 92","handball clermont auvergne metropole 63",NA,54,NA
"TAEUTEQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","NOISY-LE-GRAND HANDBALL","GHERRAM farid",27,29,"rencontre_D2F_1_2324_232 2.pdf",27,29,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","bouillargues handball nimes metropole","noisy-le-grand handball",NA,49,NA
"TAEUTEQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","NOISY-LE-GRAND HANDBALL","GHERRAM farid",27,29,"rencontre_D2F_1_2324_232 3.pdf",27,29,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","bouillargues handball nimes metropole","noisy-le-grand handball",NA,49,NA
"TAEUTEQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","NOISY-LE-GRAND HANDBALL","GHERRAM farid",27,29,"rencontre_D2F_1_2324_232.pdf",27,29,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","bouillargues handball nimes metropole","noisy-le-grand handball",NA,49,NA
